Report ID,Title,Publish Date,Start Date,End Date,Summary,URL,Source Name,Source Description,Source City,Source State,Categories,Places,
39422,State officials discuss increased potential for wildfires  - KPHO-TV CBS 5 Phoenix (AZ),04/14/2016,01/01/2016,04/13/2016,,http://www.therepublic.com/view/story/de5f7c71a70343409aba890ea170be75/AZ--Arizona-Fire-Season,,,Phoenix,AZ,Fire,Arizona,
29628,Fire threat worsened by drought - Lake Havasu City News-Herald (AZ),04/03/2014,04/02/2014, ,,http://www.havasunews.com/news/fire-threat-worsened-by-drought/article_ce4c7300-baef-11e3-8ea4-001a4bcf887a.html,,"Good, but $$$",Lake Havasu City,AZ,"Fire, General Awareness, Relief, Response & Restrictions",Arizona,
29577,Brewer: We must do everything to prevent fires - Arizona Republic (Phoenix) & AZCentral.com (AZ),04/02/2014,01/01/2014,04/02/2014,,http://www.azcentral.com/story/news/politics/2014/04/02/brewer-arizona-prevent-wildfires-public-care/7219739/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Fire, General Awareness, Relief, Response & Restrictions",Arizona,
32297,Drought-stricken farmers and ranchers have time to replace livestock - Eastern Arizona Courier (AZ),10/12/2014,09/01/2013,12/31/2015,,http://www.eacourier.com/news/drought-stricken-farmers-and-ranchers-have-time-to-replace-livestock/article_f7aec01a-50d9-11e4-964b-23a046b48e98.html,,Good,Safford,AZ,"Agriculture, Relief, Response & Restrictions",Arizona,
22687,Food prices stable but drought drives up beef prices - Arizona Daily Sun (AZ),01/10/2013,10/01/2012,01/31/2013,,http://azdailysun.com/news/local/state-and-regional/food-prices-stable-but-drought-drives-up-beef-prices/article_6baccd6e-0534-5ff1-97fc-a50b53326378.html,,,Flagstaff,AZ,Society & Public Health,Arizona,
33140,Campfires banned in most of Arizona - Tucson Arizona Daily Star (AZ),06/23/2012,01/01/2012,06/23/2012,,http://azstarnet.com/news/state-and-regional/campfires-banned-in-most-of-arizona/article_207b7857-dd16-553c-bff5-290fa193f902.html,,updated 20200617,Tucson,AZ,"Fire, Relief, Response & Restrictions",Arizona,
976,La Nina could offset wet winter,01/20/2009,01/20/2009, ,,http://www.azcentral.com/news/articles/2009/01/20/20090120drought-winter0115.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
717,Climate of change: Tucson's 2008 weather scorecard,01/03/2009,01/03/2009, ,,http://www.azstarnet.com/metro/274345,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
164952,Group again recommends governor extend drought emergency declaration - Pinal Central (AZ),11/12/2020,06/15/1999,11/12/2020,,https://www.pinalcentral.com/arizona_news/group-again-recommends-governor-extend-drought-emergency-declaration/article_8eb9b66d-1b61-592c-b1c3-c07526e1fc60.html,,,Casa Grande,AZ,"Relief, Response & Restrictions, Water Supply & Quality",Arizona,
2677,March weather dries up chance to end drought,04/02/2009, , ,,http://www.azcentral.com/news/articles/2009/04/02/20090402drymarch0402.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
3097,"By 2050, drought affecting CAP seen",04/24/2009, , ,,http://www.azstarnet.com/metro/290090.php,,updated 20200617,Tucson,AZ,Water Supply & Quality,Arizona,
4006,Audubon: Climate change is shifting bird migration,06/10/2009, , ,,http://www.azstarnet.com/metro/296424,,updated 20200617,Tucson,AZ,Plants & Wildlife,Arizona,
5330,Monsoons fail to deliver,09/02/2009, , ,,http://www.paysonroundup.com/news/2009/sep/01/monsoons_fail_deliver/,,,Payson,AZ,"General Awareness, Water Supply & Quality",Arizona,
5333,"As drought creeps back, think conservation",09/02/2009, , ,,http://www.azcentral.com/members/Blog/ShaunMcKinnon/61864,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
5628,Arizona's summer was the third-driest on record,09/15/2009, , ,,http://www.azcentral.com/members/Blog/ShaunMcKinnon/62900,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
6250,"Arizona's water future is cloudy, worried experts agree",09/24/2009, , ,,http://www.azstarnet.com/sn/science/310359,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
6628,Meager monsoon worsens drought,11/22/2009, , ,,http://www.azcentral.com/news/articles/2009/11/22/20091122drought1122.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Agriculture, Fire, General Awareness, Water Supply & Quality",Arizona,
6633,Arizona drought continues after weak monsoon,11/23/2009, , ,,http://www.usatoday.com/weather/drought/2009-11-23-ariz-drought_N.htm,,Internet,McLean,VA,"Agriculture, Fire, General Awareness, Water Supply & Quality",Arizona,
7094,Storms could be sign of waning drought,01/25/2010, , ,,http://www.azcentral.com/news/articles/2010/01/25/20100125drought-storm0125.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
7098,Winter storms could be sign of waning drought,01/25/2010, , ,,http://www.azcentral.com/arizonarepublic/news/articles/2010/01/25/20100125drought-storm0125.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"General Awareness, Water Supply & Quality",Arizona,
7115,Winter storms could be sign of waning drought,01/26/2010, , ,,http://www.azcentral.com/community/ahwatukee/articles/2010/01/25/20100125drought-storm0125.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
7517,"For parched state, wet winter means quenched thirst",03/17/2010, , ,,http://www.azcentral.com/news/articles/2010/03/16/20100316water-winter0317.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
8226,Arizona species,07/11/2010, , ,,http://www.azcentral.com/news/articles/2010/07/10/20100710arizona-losing-native-wildlife.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Plants & Wildlife,Arizona,
9335,"La Niña portends warm, dry times ahead",12/04/2010, , ,,http://azstarnet.com/news/local/article_d175b5bf-69c3-520f-a1a9-ca369e926a69.html,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
10600,Biologist: Red squirrels face high risk of extinction - Tucson Arizona Daily Star (AZ),12/23/2010, , ,,http://azstarnet.com/news/science/environment/article_1a7de3c6-d24f-50d6-8304-064d81ac5491.html,,updated 20200617,Tucson,AZ,"General Awareness, Plants & Wildlife",Arizona,
10617,Arizona drought prompts unusual Colorado River water proposal - Arizona Republic (Phoenix) & AZCentral.com (AZ),12/26/2010, , ,,http://www.azcentral.com/news/articles/2010/12/26/20101226arizona-drought-colorado-river-water-proposal.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Water Supply & Quality,Arizona,
10771,Arizona drought may be eased by heavy snow - Arizona Republic (Phoenix) & AZCentral.com (AZ),01/18/2011, , ,,http://www.azcentral.com/arizonarepublic/news/articles/2011/01/18/20110118arizona-drought-colorado-river-snow.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"General Awareness, Water Supply & Quality","Arizona, Clark County, NV, Kane County, UT, San Juan County, UT",
11015,Dry January = shrinking snowpack - Arizona Republic (Phoenix) & AZCentral.com (AZ),02/08/2011, , ,,http://s.azcentral.com/home/Blog/ShaunMcKinnon/118041,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
11872,"Runoff season short, not so sweet - Arizona Republic (Phoenix) & AZCentral.com (AZ)",04/05/2011, , ,,http://s.azcentral.com/home/Blog/ShaunMcKinnon/124370,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Water Supply & Quality,Arizona,
12564,Experts say Yuma is not facing the worst of extreme drought - Yuma Sun.com (Yuma Daily Sun) (AZ),04/27/2011, , ,,http://www.yumasun.com/news/drought-69515-waters-arizona.html,,Good,Yuma,AZ,General Awareness,Arizona,
13289,Local fire officials say: Dont try July 4 fireworks at home - Nogales International (AZ),06/15/2011, , ,"A change in Arizona law in December 2010 legalized fireworks, but fire chiefs in 2011 urged people not to use fireworks under this year's drought conditions.",http://www.nogalesinternational.com/articles/2011/06/14/news/doc4df77def8dadf816622517.txt,,not listed,Nogales,AZ,"Fire, Relief, Response & Restrictions",Arizona,
13790,Perfect storm ignites Arizona wildfire season - Western Farm Press (MN),06/07/2011, , ,,http://westernfarmpress.com/blog/perfect-storm-ignites-arizona-wildfire-season,,,Minneapolis,MN,"Fire, General Awareness","Arizona, Apache County, AZ",
15900,"October was hot, dry - but it's been worse - Tucson Arizona Daily Star (AZ)",11/01/2011, , ,,http://azstarnet.com/news/local/october-was-hot-dry-but-it-s-been-worse/article_fed8053f-1f65-56a6-96ea-7c34188666b0.html,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
17085,Fire season's ill winds blow no good - Tucson Arizona Daily Star (AZ),07/03/2011, , ,,http://azstarnet.com/news/science/environment/article_c764a56b-0bb1-56ca-8cae-588ce1ef0b48.html,,updated 20200617,Tucson,AZ,Fire,Arizona,
17172,"Drought conditions persist in AZ, West - Arizona Republic (Phoenix) & AZCentral.com (AZ)",02/13/2012, , ,,http://s.azcentral.com/home/Blog/ShaunMcKinnon/155063,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
17407,Another bad year seen for wildfires - Tucson Arizona Daily Star (AZ),03/02/2012, , ,,http://azstarnet.com/news/local/wildfire/another-bad-year-seen-for-wildfires/article_1e37a126-8c6d-52a3-b936-b68ee105f7cf.html,,updated 20200617,Tucson,AZ,Fire,Arizona,
17432,Arizona just gets drier this year - Arizona Republic (Phoenix) & AZCentral.com (AZ),03/06/2012, , ,,http://s.azcentral.com/home/Blog/ShaunMcKinnon/156791,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"General Awareness, Water Supply & Quality","Arizona, Phoenix, AZ",
17643,Storm doesn't ease Arizona drought - Arizona Republic (Phoenix) & AZCentral.com (AZ),03/20/2012, , ,,http://www.azcentral.com/arizonarepublic/news/articles/2012/03/19/20120319arizona-drought-remains.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"General Awareness, Water Supply & Quality",Arizona,
17691,Arizona forest-restoration afoot after tough 2 years - Arizona Republic (Phoenix) & AZCentral.com (AZ),03/25/2012, , ,,http://www.azcentral.com/news/articles/2012/03/14/20120314arizona-fire-season-preview.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Fire, General Awareness",Arizona,
18559,Fire season starts early in Arizona - Lake Havasu City News-Herald (AZ),05/19/2012, , ,,http://www.havasunews.com/articles/2012/05/19/opinion/our_views/doc4fb68f6d8e6d4132111726.txt,,"Good, but $$$",Lake Havasu City,AZ,"Fire, Relief, Response & Restrictions",Arizona,
23580,Study: Dry winters tied to weak monsoon - Tucson Arizona Daily Star (AZ),03/17/2013, , ,,http://azstarnet.com/news/science/study-dry-winters-tied-to-weak-monsoon/article_92ed5050-2eac-50cd-9030-e4edbeec5147.html,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
24459,"Dry winter, high winds create fire danger in Arizona - East Valley Tribune (AZ)",05/03/2013, , ,,http://www.eastvalleytribune.com/article_fc47edbc-b365-11e2-a3a7-001a4bcf887a.html,,,Mesa,AZ,"Fire, Relief, Response & Restrictions",Arizona,
25817,Water is a wonderful thing and the Arizona Elk Society is making it happen - Arizona Republic (Phoenix) & AZCentral.com (AZ),06/25/2013, , ,,http://queencreek.azcentral.com/news/environment/116131-water-wonderful-thing-and-arizona-elk-society-making-it-happen,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Plants & Wildlife, Water Supply & Quality",Arizona,
25973,Making water available for wildlife - Yuma Sun.com (Yuma Daily Sun) (AZ),06/30/2013, , ,,http://www.yumasun.com/articles/water-88393-wildlife-fish.html,,Good,Yuma,AZ,"Plants & Wildlife, Water Supply & Quality",Arizona,
26020,Drought watch: improvement on the eastern plains - ABQJournal Online (NM),07/06/2013, , ,,http://www.abqjournal.com/main/218316/blogs/nm-science/drought-watch-improvement-on-the-eastern-plains.html,,not listed,Albuquerque,NM,General Awareness,Arizona,
26172,Ariz. monsoon storms ease wildfire risk - Arizona Republic (Phoenix) & AZCentral.com (AZ),07/21/2013, , ,,http://www.azcentral.com/news/arizona/articles/20130717monsoon-wildfire-risk-eased.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Fire, General Awareness",Arizona,
26432,Baier: Pact is first step to restoring river delta - Arizona Republic (Phoenix) & AZCentral.com (AZ),08/11/2013, , ,,http://www.azcentral.com/opinions/articles/20130809us-mexico-pact-river-delta.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Society & Public Health, Water Supply & Quality",Arizona,
27102,Wildfires still pose risk in slow year - Arizona Republic (Phoenix) & AZCentral.com (AZ),09/16/2013, , ,,http://www.azcentral.com/news/arizona/articles/20130916arizona-wildfires-risk-slow-year.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Fire, General Awareness",Arizona,
27206,Parts of Arizona get drought relief - Arizona Republic (Phoenix) & AZCentral.com (AZ),09/26/2013, , ,,http://www.azcentral.com/news/arizona/free/20130925parts-arizona-get-drought-relief.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
27236,Parts of Arizona show decline in drought levels - Tucson Arizona Daily Star (AZ),09/26/2013, , ,,http://azstarnet.com/news/state-and-regional/parts-of-arizona-show-decline-in-drought-levels/article_d07792b3-be45-57f9-906b-4b7594874cd5.html,,updated 20200617,Tucson,AZ,General Awareness,Arizona,
27662,Don't let our water supply evaporate - Arizona Republic (Phoenix) & AZCentral.com (AZ),11/02/2013, , ,,http://www.azcentral.com/opinions/articles/20131103new-arizona-water-main.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Water Supply & Quality,Arizona,
28005,Drought in Arizona likely to continue in 2014 - Tucson Arizona Daily Star (AZ),12/07/2013, , ,,http://azstarnet.com/ap/state/drought-in-arizona-likely-to-continue-in/article_ef20a536-92ff-50a2-aa45-4cafc4a61f21.html,,updated 20200617,Tucson,AZ,General Awareness,"Arizona, Coconino County, AZ, Kane County, UT, San Juan County, UT",
28014,"Outlook for 2014: Severity may lessen, but drought will persist - Arizona Republic (Phoenix) & AZCentral.com (AZ)",12/07/2013, , ,,http://www.azcentral.com/weather/articles/20131206arizona-weather-forecast-2014-drought-persist.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"General Awareness, Water Supply & Quality","Arizona, Coconino County, AZ, Kane County, UT, San Juan County, UT",
28017,Drought in Arizona likely to continue in 2014 - Tucson Arizona Daily Star (AZ),12/09/2013, , ,,http://azstarnet.com/news/state-and-regional/drought-in-arizona-likely-to-continue-in/article_16efcb29-3398-5a7c-a806-b7657b404f77.html,,updated 20200617,Tucson,AZ,General Awareness,"Arizona, Coconino County, AZ, Kane County, UT, San Juan County, UT",
28024,"AZ farmers, ranchers eligible for drought assistance - Tucson Arizona Daily Star (AZ)",07/14/2012, , ,,http://azstarnet.com/business/local/az-farmers-ranchers-eligible-for-drought-assistance/article_b43717fc-52ed-5e43-969c-e87aa53060eb.html,,updated 20200617,Tucson,AZ,"Agriculture, General Awareness, Relief, Response & Restrictions",Arizona,
28720,Snowpack diminishing as northern Arizona heads for record winter dry - Arizona Daily Sun (AZ),01/23/2014, , ,,http://azdailysun.com/news/local/snowpack-diminishing-as-northern-arizona-heads-for-record-winter-dry/article_71ca9a40-8489-11e3-bcab-001a4bcf887a.html,,,Flagstaff,AZ,General Awareness,Arizona,
29024,Water shortages: What to expect in the future - Arizona Republic (Phoenix) & AZCentral.com (AZ),02/16/2014, , ,,http://www.azcentral.com/opinions/articles/20140217central-arizona-project-water-shortages-future-pickard.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
29071,"Arizona water levels still good, despite dry winter - KASW-CW6 & KTVK-3TV (azfamily.com) (AZ)",02/10/2014, , ,,http://www.azfamily.com/home/244820001.html,,KASW-CW6 & KTVK-3TV,Phoenix,AZ,"Fire, General Awareness, Water Supply & Quality",Arizona,
29401,Arizona hopes snow-making experiment leads to water - Arizona Republic (Phoenix) & AZCentral.com (AZ),03/24/2014, , ,,http://www.azcentral.com/story/news/arizona/2014/03/24/arizona-funds-cloud-seeding-programs/6815487/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Water Supply & Quality,Arizona,
29516,Drought designation for Arizona - Eastern Arizona Courier (AZ),03/27/2014, , ,,http://www.eacourier.com/news/drought-designation-for-arizona/article_4b0a1c58-b46a-11e3-a479-0019bb2963f4.html,,Good,Safford,AZ,"Agriculture, Relief, Response & Restrictions","Arizona, Apache County, AZ, Cochise County, AZ, Coconino County, AZ, Gila County, AZ, Graham County, AZ, Greenlee County, AZ, La Paz County, AZ, Maricopa County, AZ, Mohave County, AZ, Navajo County, AZ, Pima County, AZ, Pinal County, AZ, Santa Cruz County, AZ, Yavapai County, AZ, Yuma County, AZ",
29581,Drought to make this years fire season more dangerous - Yuma Sun.com (Yuma Daily Sun) (AZ),04/02/2014, , ,,http://www.yumasun.com/news/drought-to-make-this-year-s-fire-season-more-dangerous/article_eba895d4-bae8-11e3-a638-0017a43b2370.html,,Good,Yuma,AZ,Fire,Arizona,
29651,An early summer season in Arizona - Lake Havasu City News-Herald (AZ),04/08/2014, , ,,http://www.havasunews.com/opinion/an-early-summer-season-in-arizona/article_85fece72-be14-11e3-b0e6-0019bb2963f4.html,,"Good, but $$$",Lake Havasu City,AZ,Fire,Arizona,
30229,"San Diego fires inspire Arizona's concern, fear for its own coming season - Arizona Republic (Phoenix) & AZCentral.com (AZ)",05/15/2014, , ,,http://www.azcentral.com/story/news/nation/2014/05/15/san-diego-fires-inspire-arizonas-concern-fear-coming-season/9113479/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Fire,"Arizona, San Diego County, CA",
31796,Arizona's drought not impacted by record rainfall - Arizona Republic (Phoenix) & AZCentral.com (AZ),09/09/2014, , ,,http://www.azcentral.com/story/news/local/arizona/2014/09/09/arizonas-drought-impacted-record-rainfall/15371667/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,"Arizona, Phoenix, AZ",
31852,"Monsoon dropping lots of water, but drought remains unchanged - KTAR 620 - Newsradio (AZ)",08/21/2014, , ,,http://www.ktar.com/22/1760349/Monsoon-dropping-lots-of-water-but-drought-remains-unchanged,,,Phoenix,AZ,General Awareness,Arizona,
32079,Burning lemon trees in Yuma could mean water for Valley - Arizona Republic (Phoenix) & AZCentral.com (AZ),09/28/2014, , ,,http://www.azcentral.com/story/news/local/arizona/2014/09/28/yuma-lemon-trees-water-burn/16378587/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Agriculture, Water Supply & Quality",Arizona,
32080,Innovators challenged over Arizona water scarcity - Arizona Republic (Phoenix) & AZCentral.com (AZ),09/28/2014, , ,,http://www.azcentral.com/story/news/local/arizona/2014/09/28/arizona-water-scarcity-contest/16378517/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,Water Supply & Quality,Arizona,
32980,Arizona drought may be nearing an end - Eastern Arizona Courier (AZ),12/04/2014, , ,,http://www.eacourier.com/news/arizona-drought-may-be-nearing-an-end/article_c3605304-7b05-11e4-b3d2-e30338288104.html,,Good,Safford,AZ,General Awareness,Arizona,
34013,Light snowpack could mean bad news for Arizona wildfire watchers - KTAR 620 - Newsradio (AZ),02/23/2015, , ,,http://www.ktar.com/22/1810038/Light-snowpack-could-mean-bad-news-for-Arizona-wildfire-watchers,,,Phoenix,AZ,"Fire, General Awareness",Arizona,
41722,Drought contingency plans discussed - Yuma Sun.com (Yuma Daily Sun) (AZ),05/18/2016, , ,,http://www.yumasun.com/news/drought-contingency-plans-discussed/article_f804f3ce-1d59-11e6-a5ab-c311b688e4f6.html,,Good,Yuma,AZ,"Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality","Arizona, Mohave County, AZ, Clark County, NV",
42866,Arizonas drought worsening - Lake Havasu City News-Herald (AZ),06/03/2016, , ,,http://www.havasunews.com/news/arizona-s-drought-worsening/article_a63d2794-2a0d-11e6-bd49-bfd756225bf2.html,,"Good, but $$$",Lake Havasu City,AZ,General Awareness,Arizona,
76271,Winter rains not enough to end drought in Arizona - Pinal Central (AZ),02/13/2017, , ,,http://www.pinalcentral.com/arizona_news/winter-rains-not-enough-to-end-drought-in-arizona/article_9c3881c3-0f27-53a1-a4a9-19ac30caecd7.html,,,Casa Grande,AZ,"General Awareness, Water Supply & Quality","Arizona, Apache County, AZ, Cochise County, AZ, Coconino County, AZ, Gila County, AZ, Graham County, AZ, Greenlee County, AZ, La Paz County, AZ, Maricopa County, AZ, Mohave County, AZ, Navajo County, AZ, Pima County, AZ, Pinal County, AZ, Santa Cruz County, AZ, Yavapai County, AZ, Yuma County, AZ",
85066,"As Western rivers rage, Arizona's flow below normal levels - Tucson Arizona Daily Star (AZ)",06/12/2017, , ,,http://tucson.com/news/state-and-regional/unlike-western-counterparts-arizona-rivers-flowing-less-than-normal/article_9248b5d7-b110-5d65-886e-563da19ba58f.html,,updated 20200617,Tucson,AZ,Water Supply & Quality,"Arizona, Apache County, AZ, Cochise County, AZ, Coconino County, AZ, Gila County, AZ, Graham County, AZ, Greenlee County, AZ, La Paz County, AZ, Maricopa County, AZ, Mohave County, AZ, Navajo County, AZ, Pima County, AZ, Pinal County, AZ, Santa Cruz County, AZ, Yavapai County, AZ, Yuma County, AZ",
85110,"As Western rivers rage, Arizona's flow below normal levels - Tucson Arizona Daily Star (AZ)",06/14/2017, , ,,http://tucson.com/news/state-and-regional/as-western-rivers-rage-arizona-s-flow-below-normal-levels/article_9248b5d7-b110-5d65-886e-563da19ba58f.html,,updated 20200617,Tucson,AZ,Water Supply & Quality,Arizona,
85133,"Phoenix officials fight drought, Havasu benefits - Lake Havasu City News-Herald (AZ)",06/15/2017, , ,,http://www.havasunews.com/news/phoenix-officials-fight-drought-havasu-benefits/article_1a909e46-5190-11e7-97ca-330e5f51a74e.html,,"Good, but $$$",Lake Havasu City,AZ,"Relief, Response & Restrictions, Water Supply & Quality","Arizona, Phoenix, AZ, Mohave County, AZ, Lake Havasu City, AZ, Clark County, NV",
93713,"Arizona rivers hit record low levels, beetles destroy forests - Arizona Republic (Phoenix) & AZCentral.com (AZ)",05/23/2003, , ,,http://www.azcentral.com/arizonarepublic/news/articles/0523drought23.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Plants & Wildlife, Relief, Response & Restrictions",Arizona,
95368,Cities face SRP water limits - Arizona Republic (Phoenix) & AZCentral.com (AZ),08/14/2002, , ,,http://www.arizonarepublic.cornispecid26/articles/0814drought14.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Relief, Response & Restrictions, Water Supply & Quality",Arizona,
95430,Drought has state firmly in its grip - Arizona Republic (Phoenix) & AZCentral.com (AZ),05/09/2002, , ,,http://www.azcentral.cominews/articles/0509drought09.html,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Fire, Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality",Arizona,
96113,WATER LIMITS CRIPPLE FARMS - Arizona Republic (Phoenix) & AZCentral.com (AZ),11/06/2003, , ,,NA,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,"Agriculture, Water Supply & Quality","Arizona, Maricopa County, AZ",
96171,"7 things to know about El Niño's effect on the drought - Arizona Republic, AZCentral.com & KPNX-TV NBC 12 Phoenix (AZ)",01/07/2016, , ,,http://www.azcentral.com/story/news/arizona/investigations/2016/01/07/el-nino-drought-colorado-river-lake-mead-arizona/78263100/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
96173,"Will El Niño ease Arizona's drought? There's still hope - Arizona Republic, AZCentral.com & KPNX-TV NBC 12 Phoenix (AZ)",03/02/2016, , ,,http://www.azcentral.com/story/news/local/arizona-weather/2016/03/02/wet-march-help-ease-arizonas-drought/81217732/,,Previously Arizona Republic (Phoenix) & AZCentral.com,Phoenix,AZ,General Awareness,Arizona,
