Report ID,Title,Publish Date,Start Date,End Date,Summary,URL,Source Name,Source Description,Source City,Source State,Categories,Places,
6453,Wet Wyo. weather puts damper on drought,11/06/2009,05/01/2001,11/06/2009,,http://www.kotatv.com/Global/story.asp?S=11446209&nav=menu411_2_2,,good,Rapid City,SD,General Awareness,Wyoming,
3453,Wyoming's snowpack rises above average,04/08/2009,01/01/2001,12/31/2007,,http://www.billingsgazette.net/articles/2009/04/08/news/wyoming/21-weather.txt,,not listed,Billings,MT,General Awareness,Wyoming,
6456,Let's be grateful for the end of drought,11/07/2009,11/07/2000,11/07/2009,,http://trib.com/news/opinion/editorial/article_a4b05c8c-caf3-11de-bbf7-001cc4c03286.html,,updated 20200324,Casper,WY,"Agriculture, General Awareness, Plants & Wildlife, Water Supply & Quality",Wyoming,
4949,Cattle numbers rebound after a tough decade,08/11/2009,01/01/1999,06/30/2008,,http://www.publicbroadcasting.net/wpr/news.newsmain/article/0/0/1541434/WPR..News./Cattle.numbers.rebound.after.a.tough.decade,,Broadcast,Laramie,WY,Agriculture,Wyoming,
4952,Drought thins cattle herds,08/12/2009,01/01/1999,06/30/2008,,http://www.trib.com/articles/2009/08/12/news/wyoming/ceeb71abfbb41fc7872576100002e095.txt,,updated 20200324,Casper,WY,Agriculture,Wyoming,
4955,Wyoming cattle numbers dropped in drought years,08/12/2009,01/01/1998,12/31/2008,,http://www.kotatv.com/Global/story.asp?S=10885271&nav=menu411_2_2,,good,Rapid City,SD,Agriculture,Wyoming,
4958,Wyoming cattle numbers dropped in drought years,08/12/2009,01/01/1998,12/31/2008,,http://billingsgazette.com/news/state-and-regional/wyoming/article_ec5d7314-86ae-11de-9f63-001cc4c03286.html,,not listed,Billings,MT,Agriculture,Wyoming,
4959,Wyoming cattle numbers dropped in drought years,08/12/2009,01/01/1998,12/31/2008,,http://www.trib.com/articles/2009/08/12/ap-state-wy/wy_drought_livestock.txt,,updated 20200324,Casper,WY,Agriculture,Wyoming,
4976,Drought thins cattle herds,08/13/2009,01/01/1998,12/31/2008,,http://www.trib.com/articles/2009/08/13/news/wyoming/ceeb71abfbb41fc7872576100002e095.txt,,updated 20200324,Casper,WY,Agriculture,Wyoming,
5021,Drought thins cattle herds,08/14/2009,01/01/1998,12/31/2008,,http://www.trib.com/articles/2009/08/14/news/wyoming/ceeb71abfbb41fc7872576100002e095.txt,,updated 20200324,Casper,WY,Agriculture,Wyoming,
2483,Wyoming snowpack below average,03/24/2009, , ,,http://www.trib.com/articles/2009/03/24/ap-state-wy/d974005o0.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
2545,Snowpack below usual,03/25/2009, , ,,http://www.billingsgazette.net/articles/2009/03/24/news/wyoming/30-weathersnow.txt,,not listed,Billings,MT,General Awareness,Wyoming,
2743,Snowpack at healthy levels,04/07/2009, , ,,http://www.trib.com/articles/2009/04/06/news/wyoming/fcd22115b04f90438725759000815bf8.txt,,updated 20200324,Casper,WY,Water Supply & Quality,Wyoming,
2744,Spring snowstorms push Wyo. snowpack above average,04/07/2009, , ,,http://www.trib.com/articles/2009/04/06/ap-state-wy/d97d8iko1.txt,,updated 20200324,Casper,WY,"General Awareness, Water Supply & Quality",Wyoming,
2793,Snowpack at healthy levels,04/08/2009, , ,,http://www.trib.com/articles/2009/04/07/news/wyoming/fcd22115b04f90438725759000815bf8.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
2966,Big game fared well in most of Wyoming,04/17/2009, , ,,http://www.billingsgazette.net/articles/2009/04/17/news/wyoming/35-biggame.txt,,not listed,Billings,MT,"General Awareness, Plants & Wildlife",Wyoming,
3039,"Recent storms bring drought relief, threat of flooding",04/22/2009, , ,,http://www.trib.com/articles/2009/04/21/news/wyoming/8114ae27f59c8c03872575a000003c9d.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
3044,Storms push drought factors aside,04/22/2009, , ,,http://www.billingsgazette.net/articles/2009/04/22/news/wyoming/21-weather.txt,,not listed,Billings,MT,General Awareness,Wyoming,
3499,Snowpack reaches 'normal' after drought years,05/19/2009, , ,,http://www.trib.com/articles/2009/05/18/news/wyoming/22855a89c1b1c779872575ba00800319.txt,,updated 20200324,Casper,WY,General Awareness,"Wyoming, Lincoln County, WY",
3768,Snowpack at healthy levels,04/09/2009, , ,,http://www.trib.com/articles/2009/04/08/news/wyoming/fcd22115b04f90438725759000815bf8.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
4077,"Wyo's June soaking may continue, forecasters say",06/12/2009, , ,,http://www.trib.com/articles/2009/06/11/news/casper/2a66b7029e79317d872575d200808c6c.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
4105,"Wyo's June soaking may continue, forecasters say",06/13/2009, , ,,http://www.trib.com/articles/2009/06/12/homepage_lead/2a66b7029e79317d872575d200808c6c.txt,,updated 20200324,Casper,WY,General Awareness,Wyoming,
5174,A good year for antelope,08/26/2009, , ,,http://www.wyomingnews.com/articles/2009/08/26/outdoors/1out_08-23-09.txt,,good,Cheyenne,WY,Plants & Wildlife,Wyoming,
5235,A good year for antelope,08/28/2009, , ,,http://www.wyomingnews.com/articles/2009/08/28/outdoors/1out_08-23-09.txt,,good,Cheyenne,WY,Plants & Wildlife,Wyoming,
5271,A good year for antelope,08/29/2009, , ,,http://www.wyomingnews.com/articles/2009/08/29/outdoors/1out_08-23-09.txt,,good,Cheyenne,WY,Plants & Wildlife,Wyoming,
5433,A good year for antelope,09/06/2009, , ,,http://www.wyomingnews.com/articles/2009/09/06/outdoors/1out_08-23-09.txt,,good,Cheyenne,WY,Plants & Wildlife,Wyoming,
6378,All of state pulls out of drought,11/03/2009, , ,,http://www.trib.com/news/state-and-regional/article_fdf0229a-90aa-5b8b-87db-6b7cbfab70e3.html,,updated 20200324,Casper,WY,General Awareness,Wyoming,
6381,Wyoming manages to stay drought-free,11/03/2009, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/article_e11072f2-c837-11de-a3a4-001cc4c002e0.html,,not listed,Billings,MT,General Awareness,Wyoming,
6409,Wet Wyo. weather puts damper on drought,11/04/2009, , ,,http://www.kotatv.com/Global/story.asp?S=11446209&nav=menu411_2,,good,Rapid City,SD,General Awareness,Wyoming,
6439,Wet weather pulls state out of drought,11/04/2009, , ,,http://www.kulr8.com/news/wyoming/69073657.html,,Broadcast,Billings,MT,General Awareness,Wyoming,
6894,2009 Year in Review: Top Wyoming stories,12/27/2009, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/article_0f38d064-f2a1-11de-9322-001cc4c03286.html,,not listed,Billings,MT,General Awareness,Wyoming,
6904,Beetle toll gets attention,12/30/2009, , ,,http://www.trib.com/news/state-and-regional/article_73bd2f5f-0a9e-5ccf-93ab-12b9acaaf22e.html,,updated 20200324,Casper,WY,Plants & Wildlife,Wyoming,
6996,Recession tops 2009 stories list,12/24/2009, , ,,http://www.trib.com/news/state-and-regional/article_d174e770-11a8-56eb-bcbe-f815bcb4e4d5.html,,updated 20200324,Casper,WY,General Awareness,Wyoming,
7218,Positive early season water reports released,02/09/2010, , ,,http://omaha.agnet.net/85/nws/4310,,good,Omaha,NE,Water Supply & Quality,"Banner County, NE, Garden County, NE, Morrill County, NE, Scotts Bluff County, NE, Sioux County, NE, Wyoming",
7852,Spring storms brighten Wyoming water outlook,05/11/2010, , ,,http://www.gillettenewsrecord.com/articles/2010/05/11/news/state_news/news47.txt,,good,Gillette,WY,General Awareness,Wyoming,
7882,Spring storms brighten Wyoming water outlook,05/15/2010, , ,,http://www.gillettenewsrecord.com/articles/2010/05/15/news/state_news/news47.txt,,good,Gillette,WY,General Awareness,Wyoming,
7909,Drought demise,05/21/2010, , ,,http://www.starherald.com/articles/2010/05/21/opinion/doc4bf54b1f71fa6662730459.txt,,good,Scottsbluff,NE,General Awareness,Wyoming,
7914,Drought demise,05/25/2010, , ,,http://www.starherald.com/articles/2010/05/25/opinion/doc4bf54b1f71fa6662730459.txt,,good,Scottsbluff,NE,General Awareness,Wyoming,
7958,Water availability far above what it has been in recent summers,05/27/2010, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/article_62be9a16-6948-11df-acc1-001cc4c03286.html,,not listed,Billings,MT,General Awareness,Wyoming,
7963,"Clean dishes, happy cattle",05/28/2010, , ,,http://trib.com/news/local/article_670dc8d0-9ffe-50fa-9886-21eb658fac7c.html,,updated 20200324,Casper,WY,"Agriculture, Water Supply & Quality",Wyoming,
18096,Wyoming could be headed for a drought - Wyoming Public Radio (WY),04/23/2012, , ,,http://www.wyomingpublicmedia.org/post/wyoming-could-be-headed-drought,,Broadcast,Laramie,WY,General Awareness,Wyoming,
18097,"Wyoming snowpack below average; experts predict hot, dry summer - Billings Gazette (MT)",04/24/2012, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/wyoming-snowpack-below-average-experts-predict-hot-dry-summer/article_df8b0bf8-6ef7-5f0f-b429-49497a72b463.html,,not listed,Billings,MT,"General Awareness, Water Supply & Quality",Wyoming,
18166,"Ranchers concerned about drought, hay yield - Billings Gazette (MT)",04/26/2012, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/ranchers-concerned-about-drought-hay-yield/article_e579260a-860d-5c2e-a693-afee4fdf9933.html,,not listed,Billings,MT,"Agriculture, General Awareness, Society & Public Health",Wyoming,
18312,"Ranchers concerned about drought, hay yield - Oshkosh Northwestern (WI)",04/26/2012, , ,,http://www.thenorthwestern.com/usatoday/article/39143661?odyssey=mod%7Cnewswell%7Ctext%7CFRONTPAGE%7Cs,,good,Oshkosh,WI,"Agriculture, General Awareness",Wyoming,
18328,"Ranchers concerned about drought, hay yield - Gillette News-Record (WY)",04/28/2012, , ,,"http://www.gillettenewsrecord.com/stories/Ranchers-concerned-about-drought-hay-yield-,70875?content_source=&category_id=4&search_filter=&event_mode=&event_ts_from=&list_type=&order_by=&order_sort=&content_class=&sub_type=stories&town_id=",,good,Gillette,WY,"Agriculture, General Awareness, Water Supply & Quality",Wyoming,
18335,"Wyoming ranchers concerned about drought, hay yield - Casper Star-Tribune (WY)",04/30/2012, , ,,http://trib.com/news/state-and-regional/wyoming-ranchers-concerned-about-drought-hay-yield/article_cdf26aec-d7b9-5896-aa6e-e185e888d46d.html,,updated 20200324,Casper,WY,"Agriculture, General Awareness, Water Supply & Quality",Wyoming,
18484,Dry weather could lead to hay shortage - Wyoming Public Radio (WY),05/18/2012, , ,,http://www.wyomingpublicmedia.org/post/dry-weather-could-lead-hay-shortage,,Broadcast,Laramie,WY,"Agriculture, Water Supply & Quality",Wyoming,
19823,Wyoming ranchers sell off cattle in record amounts to cope with drought - Casper Star-Tribune (WY),07/09/2012, , ,,http://trib.com/news/local/state-and-regional/wyoming-ranchers-sell-off-cattle-in-record-amounts-to-cope/article_14a4c30a-a0a1-575c-b1f4-74816a3a5d54.html,,updated 20200324,Casper,WY,Agriculture,Wyoming,
20344,County designated drought disaster - Cheyenne Wyoming Tribune-Eagle (WY),07/27/2012, , ,,http://www.wyomingnews.com/articles/2012/07/27/news/19local_07-27-12.txt,,good,Cheyenne,WY,"Agriculture, General Awareness, Relief, Response & Restrictions, Water Supply & Quality",Wyoming,
21134,Wyoming faces worst hay crop in decades - Casper Star-Tribune (WY),08/18/2012, , ,,http://trib.com/news/state-and-regional/wyoming-faces-worst-hay-crop-in-decades/article_b9a19955-6807-5190-9656-48f381fa97ae.html?comment_form=true,,updated 20200324,Casper,WY,"Agriculture, Society & Public Health",Wyoming,
21400,"Extreme drought grips southern, eastern Wyoming - Billings Gazette (MT)",09/04/2012, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/extreme-drought-grips-southern-eastern-wyoming/article_e7d6f36d-a846-5cf0-a8e8-e3eb4e2cb45c.html,,not listed,Billings,MT,General Awareness,Wyoming,
23864,Wyoming still stuck in drought - Cheyenne Wyoming Tribune-Eagle (WY),04/05/2013, , ,,http://www.wyomingnews.com/articles/2013/04/05/news/01top_04-05-13.txt,,good,Cheyenne,WY,General Awareness,Wyoming,
24235,Snow vs. dought: Which won? - Cheyenne Wyoming Tribune-Eagle (WY),04/19/2013, , ,,http://www.wyomingnews.com/articles/2013/04/19/news/01top_04-19-13.txt,,good,Cheyenne,WY,"Agriculture, General Awareness",Wyoming,
24239,Calf losses likely from Wyoming snowstorm - Casper Star-Tribune (WY),04/21/2013, , ,,http://trib.com/business/calf-losses-likely-from-wyoming-snowstorm/article_0d873136-87cd-558c-ae9d-59082b34db1e.html,,updated 20200324,Casper,WY,Agriculture,Wyoming,
24273,Wyoming might get average levels of precipitation this summer - Wyoming Public Radio (WY),04/22/2013, , ,,http://www.wyomingpublicmedia.org/post/wyoming-might-get-average-levels-precipitation-summer,,Broadcast,Laramie,WY,General Awareness,Wyoming,
24577,Wyoming snowpack 90 percent of normal - Casper Star-Tribune (WY),05/07/2013, , ,,http://trib.com/news/state-and-regional/wyoming-snowpack-percent-of-normal/article_5f1c9af4-b66e-11e2-95e3-0019bb2963f4.html,,updated 20200324,Casper,WY,General Awareness,Wyoming,
24800,"Despite storms, Wyoming could still face summer water shortages - Wyoming Public Radio (WY)",05/08/2013, , ,,http://www.wyomingpublicmedia.org/post/despite-storms-wyoming-could-still-face-summer-water-shortages,,Broadcast,Laramie,WY,Water Supply & Quality,Wyoming,
26234,Wyoming prepares for final winter of cloud seeding - Casper Star-Tribune (WY),07/22/2013, , ,,http://trib.com/news/state-and-regional/wyoming-prepares-for-final-winter-of-cloud-seeding/article_93a5048c-1ae6-555d-949d-89b26fefebe9.html,,updated 20200324,Casper,WY,"Society & Public Health, Water Supply & Quality",Wyoming,
27082,Drought workshops planned - Casper Star-Tribune (WY),09/15/2013, , ,,http://trib.com/business/drought-workshops-planned/article_f7d3e314-dac6-5c50-8723-ab46becd3ce4.html?comment_form=true,,updated 20200324,Casper,WY,"Agriculture, Relief, Response & Restrictions",Wyoming,
27535,"Rain, snow help Wyoming emerge from drought - Billings Gazette (MT)",10/24/2013, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/rain-snow-help-wyoming-emerge-from-drought/article_b406e0bd-889e-586c-9951-8aa056c28c19.html,,not listed,Billings,MT,General Awareness,Wyoming,
27536,"Rain, snow help Wyoming emerge from drought - Casper Star-Tribune (WY)",10/24/2013, , ,,http://trib.com/news/weather/rain-snow-help-wyoming-emerge-from-drought/article_7182e5a1-f120-5f42-b63f-03a828581fab.html?comment_form=true,,updated 20200324,Casper,WY,"Agriculture, General Awareness",Wyoming,
27537,"Rain, snow help Wyoming emerge from drought - Casper Star-Tribune (WY)",10/24/2013, , ,,http://trib.com/news/weather/rain-snow-help-wyoming-emerge-from-drought/article_7182e5a1-f120-5f42-b63f-03a828581fab.html,,updated 20200324,Casper,WY,"Agriculture, General Awareness",Wyoming,
27538,"Rain, snow help Wyoming emerge from drought - Scottsbluff Star Herald (NE)",10/24/2013, , ,,http://www.starherald.com/news/regional_statewide/rain-snow-help-wyoming-emerge-from-drought/article_a5add250-3c59-11e3-9142-001a4bcf887a.html,,good,Scottsbluff,NE,"Agriculture, General Awareness",Wyoming,
28355,Wyoming's fire season is anyone's guess - Casper Star-Tribune (WY),01/06/2014, , ,,http://trib.com/lifestyles/recreation/look-ahead-wyoming-s-fire-season-is-anyone-s-guess/article_8898fde3-9f52-5496-8d5b-6b68329f1854.html?comment_form=true,,updated 20200324,Casper,WY,Fire,Wyoming,
28449,"Early 2014 Wyoming water outlook: High snowpack, guarded optimism - Casper Star-Tribune (WY)",01/14/2014, , ,,http://trib.com/news/state-and-regional/govt-and-politics/early-wyoming-water-outlook-high-snowpack-guarded-optimism/article_bfb19a4e-a54b-551d-8ab0-c3a802a5fe3b.html,,updated 20200324,Casper,WY,General Awareness,Wyoming,
29576,Big snowpack suspends Wyoming cloud seeding - Casper Star-Tribune (WY),04/03/2014, , ,,http://trib.com/news/state-and-regional/big-snowpack-suspends-wyoming-cloud-seeding/article_b6f0eddc-a9bf-5608-925e-87858fb3a456.html,,updated 20200324,Casper,WY,"Society & Public Health, Water Supply & Quality",Wyoming,
31779,Wyoming ranchers building herd strength with record prices - Casper Star-Tribune (WY),09/06/2014, , ,,http://trib.com/news/wyoming-ranchers-building-herd-strength-with-record-prices/article_09c7991e-7722-5bde-9828-be45b885a473.html,,updated 20200324,Casper,WY,Agriculture,Wyoming,
33929,Low Snowpack Levels Now Could Mean Major Problems Later - KCWY-TV NBC 13 (WY),02/19/2015, , ,,http://www.kcwy13.com/home/headlines/Low-Snowpack-Levels-Now-Could-Mean-Major-Problems-Later-292640491.html,,,Mills,WY,Water Supply & Quality,Wyoming,
33971,Southeast Wyoming snow pack levels lag entering prime water months - Casper Star-Tribune (WY),02/22/2015, , ,,http://trib.com/news/state-and-regional/southeast-wyoming-snow-pack-levels-lag-entering-prime-water-months/article_959607ea-eda5-5bcd-b1e2-dd2382f465c8.html?comment_form=true,,updated 20200324,Casper,WY,General Awareness,Wyoming,
34392,"Risk of lower-elevation wildfires increases amid warm, dry weather across much of Wyoming - Casper Star-Tribune (WY)",03/25/2015, , ,,http://trib.com/news/state-and-regional/risk-of-lower-elevation-wildfires-increases-amid-warm-dry-weather/article_032f7b10-4224-5c38-bdec-6ac5d9abaf15.html,,updated 20200324,Casper,WY,"Fire, General Awareness",Wyoming,
79863,Wyoming records wettest winter on record - Casper Star-Tribune (WY),03/24/2017, , ,,http://trib.com/news/state-and-regional/wyoming-records-wettest-winter-on-record/article_9d5d2ac1-e858-568f-a44e-057737af68c3.html,,updated 20200324,Casper,WY,General Awareness,"Wyoming, Campbell County, WY, Crook County, WY, Weston County, WY",
93612,Governor asks for statewide drought declaration - Associated Press (NY),04/22/2002, , ,,http://www.trib.com/HOMENEWS/WYO/18Drought.html,,,New York,NY,"Relief, Response & Restrictions",Wyoming,
93788,‘Drought’ spreading in area conversations - Scottsbluff Star Herald (NE),06/03/2012, , ,,http://www.starherald.com/news/local_news/drought-spreading-in-area-conversations/article_8aa42462-ad2d-11e1-867d-0019bb2963f4.html,,good,Scottsbluff,NE,"Agriculture, General Awareness, Society & Public Health, Water Supply & Quality","Banner County, NE, Box Butte County, NE, Cheyenne County, NE, Dawes County, NE, Deuel County, NE, Garden County, NE, Kimball County, NE, Morrill County, NE, Scotts Bluff County, NE, Sheridan County, NE, Sioux County, NE, Wyoming",
94108,Xeriscaping at the governor's mansion? - Casper Star-Tribune (WY),01/09/2003, , ,,http://trib.com/news/state-and-regional/xeriscaping-at-the-governor-s-mansion/article_fac7b09e-c500-5172-a6a8-4b8a4c3b12b9.html,,updated 20200324,Casper,WY,"Agriculture, Plants & Wildlife","Wyoming, Cheyenne, WY",
95423,Drought results in smallest crop production since 1977 - Casper Star-Tribune (WY),01/29/2002, , ,,http://www.trib.com/HOMENEWS/WYO/WWheat28.html,,updated 20200324,Casper,WY,Agriculture,Wyoming,
101111,"As best they can, Wyoming officials prepare for busy fire season - Casper Star-Tribune (WY)",06/26/2012, , ,,http://trib.com/news/state-and-regional/as-best-they-can-wyoming-officials-prepare-for-busy-fire/article_0c342b83-01b8-5813-9d6a-32b2fc327530.html,,updated 20200324,Casper,WY,"Fire, General Awareness",Wyoming,
101842,Don’t block water access by wildlife - Casper Star-Tribune (WY),07/05/2012, , ,,http://trib.com/lifestyles/recreation/don-t-block-water-access-by-wildlife/article_604b71c9-9c41-5488-8d54-0f4a6c2d6122.html,,updated 20200324,Casper,WY,"Plants & Wildlife, Tourism & Recreation, Water Supply & Quality",Wyoming,
103937,Fire ban on Game & Fish Commission land - Billings Gazette (MT),07/10/2012, , ,,http://billingsgazette.com/news/state-and-regional/wyoming/fire-ban-on-game-fish-commission-land/article_39f738b8-ffbd-570c-9543-641224614ae4.html,,not listed,Billings,MT,"Fire, Relief, Response & Restrictions",Wyoming,
108410,"As water shortages loom, Wyoming seeks water-bank law - Gillette News-Record (WY)",06/27/2018, , ,,http://www.gillettenewsrecord.com/news/wyoming/article_8a03b5cd-1d9a-5249-be4c-0926d2f65001.html,,good,Gillette,WY,"Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality",Wyoming,
109667,"Drought Conditions Better Than Last Year, Could Continue Improving - Wyoming Public Radio (WY)",07/17/2018, , ,,http://www.wyomingpublicmedia.org/post/drought-conditions-better-last-year-could-continue-improving,,Broadcast,Laramie,WY,General Awareness,"Wyoming, Carbon County, WY, Sweetwater County, WY",
120694,"As Drought Increases, Wyoming Pursues Dams And Cloud Seeding Projects - Wyoming Public Radio (WY)",01/09/2019, , ,,http://www.wyomingpublicmedia.org/post/drought-increases-wyoming-pursues-dams-and-cloud-seeding-projects,,Broadcast,Laramie,WY,"Relief, Response & Restrictions, Water Supply & Quality",Wyoming,
153041,Weekend thunderstorms not enough to alleviate drought conditions - Gillette News-Record,07/07/2020, , ,,https://www.gillettenewsrecord.com/article_04044b16-41a4-52f4-ae60-74ea8fad2375.html,,good,Gillette,WY,General Awareness,"Wyoming, Campbell County, WY",
154496,Most Of Wyoming Is In A Drought - Wyoming Public Radio (WY),07/31/2020, , ,,http://www.wyomingpublicmedia.org/post/most-wyoming-drought,,Broadcast,Laramie,WY,"Agriculture, Fire, General Awareness, Relief, Response & Restrictions, Water Supply & Quality","Wyoming, Hot Springs County, WY, Johnson County, WY, Natrona County, WY, Sheridan County, WY, Washakie County, WY",
158837,Fire bans affect Jackson Hole-area hunters - Jackson Hole News&Guide (WY),09/07/2020, , ,,https://www.jhnewsandguide.com/the_hole_scroll/fire-bans-affect-jackson-hole-area-hunters/article_725071d1-cebf-5085-b0fa-e28348a33c4e.html,,Print,Jackson,WY,"Fire, Relief, Response & Restrictions","Wyoming, Fremont County, WY, Laramie County, WY, Lincoln County, WY, Natrona County, WY, Sheridan County, WY, Sublette County, WY, Teton County, WY",
161824,"Fire Season Will Continue, High Potential For Fires - Wyoming Public Radio (WY)",09/30/2020, , ,,http://www.wyomingpublicmedia.org/post/fire-season-will-continue-high-potential-fires,,Broadcast,Laramie,WY,Fire,"Wyoming, Albany County, WY",
162303,"In Grasslands Plagued By Invasives And Drought, Wildfires Fuel Calls For New Solutions - Wyoming Public Radio (WY)",10/15/2020, , ,,http://www.wyomingpublicmedia.org/post/grasslands-plagued-invasives-and-drought-wildfires-fuel-calls-new-solutions,,Broadcast,Laramie,WY,"Fire, Plants & Wildlife",Wyoming,
