Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
51638,Drought prolonged Colorado's wildfire season,10/28/2020,01/01/2020,10/22/2020,"Wildfires in Colorado burned more than 700 square miles, or 1,813 square kilometers, since the start of the year, costing more than $215 million to fight, according to the fire information coordinator for the Rocky Mountain Area Coordination Center.  This is the second worst fire year, in terms of acreage burned, since 2000 and included two of the largest fires in Colorado history.  Drought intensified statewide during 2020 and has prolonged the fire season.ABC News (New York), Oct. 22, 2020",Fire,Colorado,
47879,"Hot, dry weather, early fall leaves feed Colorado wildfires",09/20/2018,09/19/2018, ,"The unusually warm, dry days of September were intensifying wildfires burning in Colorado.  Autumn leaves fell earlier than usual from drought-stricken trees, providing additional fuel for fires.  The Bull Draw Fire, one of the largest wildfires burning in the Centennial State, exceeded 32,000 acres and was driven by the dry heat, wind and falling leaves in Montrose County.Denver Post (Colo.), Sept. 19, 2018","Fire, Plants & Wildlife","Colorado, Archuleta County, CO, Jackson County, CO, Moffat County, CO, Montrose County, CO",
47885,Fall color arrived early in Colorado,09/21/2018,09/18/2018, ,"Tree leaves were turning color early across Colorado and the Roaring Fork Valley, due to drought stress.  Aspen Public Radio (Colo.), Sept. 18, 2018",Plants & Wildlife,"Colorado, Adams County, CO, Alamosa County, CO, Arapahoe County, CO, Archuleta County, CO, Baca County, CO, Bent County, CO, Boulder County, CO, Broomfield County, CO, Chaffee County, CO, Cheyenne County, CO, Clear Creek County, CO, Conejos County, CO, Costilla County, CO, Crowley County, CO, Custer County, CO, Delta County, CO, Denver County, CO, Dolores County, CO, Douglas County, CO, Eagle County, CO, El Paso County, CO, Elbert County, CO, Fremont County, CO, Garfield County, CO, Gilpin County, CO, Grand County, CO, Gunnison County, CO, Hinsdale County, CO, Huerfano County, CO, Jackson County, CO, Jefferson County, CO, Kiowa County, CO, Kit Carson County, CO, La Plata County, CO, Lake County, CO, Larimer County, CO, Las Animas County, CO, Lincoln County, CO, Logan County, CO, Mesa County, CO, Mineral County, CO, Moffat County, CO, Montezuma County, CO, Montrose County, CO, Morgan County, CO, Otero County, CO, Ouray County, CO, Park County, CO, Phillips County, CO, Pitkin County, CO, Prowers County, CO, Pueblo County, CO, Rio Blanco County, CO, Rio Grande County, CO, Routt County, CO, Saguache County, CO, San Juan County, CO, San Miguel County, CO, Sedgwick County, CO, Summit County, CO, Teller County, CO, Washington County, CO, Weld County, CO, Yuma County, CO",
46833,Water storage in Colorado's reservoirs declining,09/11/2018,09/10/2018, ,"Colorado’s reservoirs were at roughly 50 percent of capacity at the end of August, compared to an average of 82 percent, according to the Colorado Division of Water Resources.  The Blue Mesa Reservoir, which flows into the Colorado River, was at 39 percent of capacity, and may soon not be accessible for boat launches and navigation.  All boat ramps were closed, except the Elk Creek ramp on Hwy. 50.  The reservoir has not been so low since 1987. Colorado Public Radio (Centennial, Colo.), Sept. 7, 2018","Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Colorado, Gunnison County, CO",
47844,Trees in parts of Colorado turning color early,09/13/2018,09/07/2018, ,"Drought was leading to Colorado trees turning color early in some parts of the state.  Typically, aspen trees begin changing color from north to south across the state, but fall colors were coming early this year, such as in the San Juan Mountains in the southwest. Denver Post (Colo.), Sept. 7, 2018",Plants & Wildlife,"Colorado, Archuleta County, CO, Clear Creek County, CO, Hinsdale County, CO, La Plata County, CO, San Juan County, CO",
45377,Colorado anglers urged to fish early and at higher elevations,07/23/2018,07/22/2018, ,"Anglers in Colorado were urged by Colorado Parks and Wildlife to fish early in the day and to fish rivers and streams at higher elevations.  The reasons for the plea was that the drought reduced the amount of flowing water and elevated the temperature of the water.  Warmer water holds less oxygen, which stresses the fish.  CPW encouraged anglers to fish in reservoirs in state parks.Montrose Daily Press (Colo.), July 22, 2018","Plants & Wildlife, Relief, Response & Restrictions, Tourism & Recreation, Water Supply & Quality","Colorado, Adams County, CO, Alamosa County, CO, Arapahoe County, CO, Archuleta County, CO, Baca County, CO, Bent County, CO, Boulder County, CO, Broomfield County, CO, Chaffee County, CO, Cheyenne County, CO, Clear Creek County, CO, Conejos County, CO, Costilla County, CO, Crowley County, CO, Custer County, CO, Delta County, CO, Denver County, CO, Dolores County, CO, Douglas County, CO, Eagle County, CO, El Paso County, CO, Elbert County, CO, Fremont County, CO, Garfield County, CO, Gilpin County, CO, Grand County, CO, Gunnison County, CO, Hinsdale County, CO, Huerfano County, CO, Jackson County, CO, Jefferson County, CO, Kiowa County, CO, Kit Carson County, CO, La Plata County, CO, Lake County, CO, Larimer County, CO, Las Animas County, CO, Lincoln County, CO, Logan County, CO, Mesa County, CO, Mineral County, CO, Moffat County, CO, Montezuma County, CO, Montrose County, CO, Morgan County, CO, Otero County, CO, Ouray County, CO, Park County, CO, Phillips County, CO, Pitkin County, CO, Prowers County, CO, Pueblo County, CO, Rio Blanco County, CO, Rio Grande County, CO, Routt County, CO, Saguache County, CO, San Juan County, CO, San Miguel County, CO, Sedgwick County, CO, Summit County, CO, Teller County, CO, Washington County, CO, Weld County, CO, Yuma County, CO",
46712,Harsh wildfire season in Colorado,08/21/2018,01/01/2018,08/18/2018,"Colorado was experiencing one of its most destructive fire seasons as 1,585 wildfires consumed more than 431,600 acres of forest and grasslands while destroying or damaging roughly 450 homes.  Only in 2002 did more acres burn, when 926,502 acres were blackened, according to the Rocky Mountain Coordination Center in Lakewood.  Five of Colorado’s largest wildfires occurred in 2018, with experts blaming drought conditions like 2002.  Firefighting costs neared $145 million through Aug. 15.The Denver Post (Colo.), Aug. 18, 2018",Fire,Colorado,
43977,Snow drought reduced visits to Colorado ski resorts,01/16/2018,11/01/2017,01/08/2018,"Early season skier visits to Colorado resorts were down 11 to 13 percent in comparison with the previous year, due to low snow conditions, resort operators observed.  Colorado Ski Country USA, representing 23 resorts, reported 13 percent fewer visits at its member operations through Dec. 31, as reported in The Aspen Daily News on Jan. 13.  Another ski operator, Vail Resorts, reported that visits were down 10.8 percent at its North American ski areas, including four in Colorado, through Jan. 8.  Fort Collins Coloradoan (Colo.), Jan. 14, 2018","Business & Industry, Tourism & Recreation","Colorado, Adams County, CO, Alamosa County, CO, Arapahoe County, CO, Archuleta County, CO, Boulder County, CO, Broomfield County, CO, Chaffee County, CO, Clear Creek County, CO, Conejos County, CO, Costilla County, CO, Custer County, CO, Delta County, CO, Denver County, CO, Dolores County, CO, Douglas County, CO, Eagle County, CO, El Paso County, CO, Elbert County, CO, Fremont County, CO, Garfield County, CO, Gilpin County, CO, Grand County, CO, Gunnison County, CO, Hinsdale County, CO, Huerfano County, CO, Jackson County, CO, Jefferson County, CO, La Plata County, CO, Lake County, CO, Larimer County, CO, Mesa County, CO, Mineral County, CO, Moffat County, CO, Montezuma County, CO, Montrose County, CO, Ouray County, CO, Park County, CO, Pitkin County, CO, Pueblo County, CO, Rio Blanco County, CO, Rio Grande County, CO, Routt County, CO, Saguache County, CO, San Juan County, CO, San Miguel County, CO, Summit County, CO, Teller County, CO, Weld County, CO",
31321,Colorado bill to improve water delivery systems,02/09/2015,02/05/2015, ,"A bill to help Colorado ditch and water companies was introduced by U.S. Sens. Michael Bennet and Cory Gardner.  If passed, this bill would give these entities more options for fundraising. Current restrictions on how the non-profit ditch and water companies may raise money for infrastructure enhancements are severely limiting.  Tax provisions that hamper investment in water infrastructure upgrades would also be reformed under this bill. Drought has made it more imperative that water can be moved around the state as needed during dry spells to support agriculture.  Durango Herald (Colo.), Feb. 5, 2015","Relief, Response & Restrictions, Water Supply & Quality",Colorado,
30906,Colorado water conservation districts devised three contingency steps to bolster low water levels at lakes Powell and Mead,09/26/2014,09/23/2014, ,"The Colorado River and Southwestern water conservation districts, representing the entire Colorado River Basin in Colorado, devised three contingency steps to bolster low water levels at lakes Powell and Mead.  Water could be released from Flaming Gorge, Navajo and the Aspinall Unit (Blue Mesa Reservoir) to increase the level of Lake Powell; thirsty non-native trees could be removed; and cloud seeding could increase precipitation during the winter to yield more runoff.  Meanwhile, the seven Colorado Basin states and the Bureau of Reclamation were working on a contingency plan to avert water and electricity shortfalls that would occur if the present drought persists.  Hydropower production at Lake Powell could be disrupted if the water level dips too low. That would result in financial losses to federal agencies of up to $120 million per year, and power customers would pay much higher rates for power purchased from the spot market.  Glenwood Springs Post Independent (Colo.), Sept. 23, 2014","Energy, Relief, Response & Restrictions, Water Supply & Quality","Coconino County, AZ, Mohave County, AZ, Colorado, Clark County, NV, Kane County, UT, San Juan County, UT",
30217,Colorado has contingency plan to maintain level of Lake Powell for power generation,03/28/2014,03/27/2014, ,"Federal officials have been keeping a wary eye on the level of Lake Powell for fear that the water may become too low for continued power production.  Officials from the Interior Department and Bureau of Reclamation met with Colorado officials in Washington D.C. to assess the situation.  Colorado has a three-party, state-developed contingency plan that assuaged the federal officials’ concerns.  At present, Lake Powell is 39 percent of capacity with a water level about 85 feet above the penstocks that feed the turbines in Glen Canyon Dam.  Grand Junction Sentinel (Colo.), March 27, 2014","Relief, Response & Restrictions, Water Supply & Quality","Coconino County, AZ, Colorado, Kane County, UT, San Juan County, UT",
30193,Colorado officials contemplating an expenditure of millions of dollars to lease firefighting air craft,03/25/2014,03/25/2014, ,"Colorado officials are contemplating an expenditure of millions of dollars to lease firefighting air craft to protect the state’s forests and water supplies.  A bipartisan bill before the state Senate would allot the state Division of Fire Prevention and Control the means to buy or lease three firefighting helicopters this year and to lease up to four large firefighting aircraft in 2015, for a cost of $8 million to $12 million per year.  The bill is sponsored by Sen. Steve King (R) and state Senate President Morgan Carroll (D).The Western Slope has endured three years of drought and invasion by invasive beetles that have killed many trees, producing stands of dry tinder in an area with critical watersheds.Washington Post (D.C.), March 25, 2014","Fire, Relief, Response & Restrictions",Colorado,
31339,Spruce beetle invading more of Colorado's forests,02/13/2015,01/01/2014,12/31/2014,"The spatial extent of Colorado forests afflicted with the spruce beetle increased from 625 square miles in 2013 to 760 square miles in 2014, according to an annual aerial survey performed by the U.S. Forest Service and Colorado State Forest Service.   The survey seeks to measure the area of insect- or disease-killed trees found in nearly 44,000 square miles of forest.  The most rapid expansion of spruce beetle activity occurred in southwestern Colorado.  A number of factors, including drought, warm winters, high wind events and dense stands of older trees, have encouraged the expansion of the outbreak.Summit Daily News (Breckenridge-Dillon) (Colo.), Feb. 12, 2015",Plants & Wildlife,Colorado,
29631,"A generous Wisconsin pastor is collecting hay to ship to Colorado, where hay supplies are so short that horse owners were putting down their horses",09/21/2013,09/19/2013, ,"A generous Wisconsin pastor is collecting hay to ship to Colorado, where hay supplies are so short that horse owners were putting down their horses because they cannot feed them after drought, fires and flooding further reduced hay supplies.  Meanwhile, hay supplies remained low in Wisconsin after drought last year and heavy rains this spring stifled hay production.  WBAY-TV ABC 2 Green Bay (Wis.), Sept. 19, 2013","Agriculture, Plants & Wildlife, Society & Public Health","Colorado, Calumet County, WI",
30151,Tumbleweeds in eastern Colorado,03/04/2014,09/15/2013,06/12/2014,"Crowley and Pueblo counties declared states of emergency to pave the way for state assistance in dealing with the plague of tumbleweeds.  USA Today, June 12, 2014Clearing tumbleweed from roads and bridges has cost Crowley County $108,000 since November, which is more than a third of the county’s annual budget.  El Paso County and Colorado Springs have spent $209,000 dealing with the pesky tumbleweeds.The troublesome tumbleweeds have trapped people in homes and an elementary school and also prompted firefighters to rescue a pregnant woman, who was afraid that she would not be able to get out of her home when she went into labor.Colorado cattle would normally eat the tumbleweed, but drought has forced ranchers to sell many of their livestock, leaving too few animals to keep the tumbleweed in check.  Burning the tumbleweed would be one way to get rid of them, but given the trouble the state has had with wildfires and the way tumbleweeds blow with the wind, it seems an unwise option.  A Crowley County roadman invented a contraption to grind up the tumbleweeds that is very effective.  Other counties were seeking to build something like it to deal with their own tumbleweed emergency.Irrigation ditches must be cleared of tumbleweed before they can be used this spring and summer.El Paso, Crowley and Pueblo counties are contemplating local states of emergency to permit them to appeal for financial help from the state.  Other counties may follow suit.ABC News, April 9, 2014.The abundance of tumbleweeds on the eastern plains of Colorado is causing problems as the rolling, prickly Russian thistles break free from their roots and roll until they pile up against homes and fences.The tumbleweeds block roads, collect in culverts and create monstrous piles sometimes up to 10 feet high and six or more feet deep.  The weeds grew abundantly in late August and early September 2013 when rains fell, but drought had stifled grass growth, allowing the Russian thistles to thrive.Tumbleweeds obstructed the water canals at Evraz Pueblo, a steel pipe making plant, and cost more than $300,000 to get rid of the weeds.  Crowley County spent more than $71,000 to clear them from roads and other structures.Pueblo West and El Paso County were bombarded with the brush in November 2013.  In eastern El Paso County, tumbleweeds blocked rural roads and even impeded traffic on Interstate 25 near Monument.  A woman living 12 miles southeast of Callahan said that her fences were thick with tumbleweeds and she didn’t know how to get rid of them.  The president of Action 22, a regional advocacy organization in southern Colorado, had a teleconference with representatives from the Department of Local Affairs, Office of Emergency Management and Department of Agriculture.  They discussed the tumbleweeds and explored options for financial assistance for dealing with the tumbleweeds, including federal resources and prevention.  The community service director of Fountain said that the weeds were not visibly appealing and were a potential fire hazard, but noted that it was difficult to deal with the things.  The brush is not easy to break down.A maintenance supervisor for Region 2 of the Colorado Department of Transportation said it was challenging keeping fence lines clean because the weeds collect there.  The tumbleweeds also get caught under wooden bridges and must be removed to reduce the fire hazard.  The Crowley County commissioner expressed frustration with the weeds that have been problematic for months, ""They are just absolutely everywhere.  They're like herding cats or maybe trying to catch balloons.  You hit them with the snowplow and they bounce away, then they move back in behind you.  You work 10 hours and all you've done is moved them around.""Tumbleweeds are causing the most problems in the northwestern part of Crowley County, where roughly 35 ranchers and farmers have spent an estimated $55,250 on top of the $71,000 the county spent to deal with them.  More than 850 hours have gone toward clearing the things.A banker returning from Colorado Springs on Colorado 94 in Lincoln County reported to the Crowley County commissioner that about seven to eight miles of the road were so congested with tumbleweeds that they were impassable.  These eastern Colorado counties were still searching for some way to grind the tumbleweeds up to alleviate the problem.  Casper Star-Tribune (Wyo.), March 3, 2014","Plants & Wildlife, Relief, Response & Restrictions, Society & Public Health","Colorado, Alamosa County, CO, Baca County, CO, Bent County, CO, Cheyenne County, CO, Costilla County, CO, Crowley County, CO, Custer County, CO, El Paso County, CO, Fremont County, CO, Huerfano County, CO, Kiowa County, CO, Kit Carson County, CO, Las Animas County, CO, Lincoln County, CO, Logan County, CO, Morgan County, CO, Otero County, CO, Park County, CO, Phillips County, CO, Prowers County, CO, Pueblo County, CO, Sedgwick County, CO, Teller County, CO, Washington County, CO, Yuma County, CO",
29384,"Alfalfa, hay prices high in Colorado",08/13/2013,08/11/2013, ,"Large square bales of alfalfa sold for $250 to $300 per ton in Colorado, while large grass bales sold for $200 to $215 per ton, although USDA Market News said that prices were starting to come down slightly.  Butte Montana Standard (Mont.), Aug. 11, 2013",Agriculture,Colorado,
29379,"Exceptional drought conditions and late freezes cut into the amount of certified wheat produced in southeastern Colorado, leading to reduced supplies of seed for the next planting",08/10/2013,08/06/2013, ,"Exceptional drought conditions and late freezes cut into the amount of certified wheat produced in southeastern Colorado, leading to reduced supplies of seed for the next planting.  The executive director of the Colorado Wheat Research Foundation, which works with the growers of certified seed varieties created by Colorado State University, said that supplies would be tight, but there should be sufficient supplies if farmers contact their dealers early.  Growers of certified seed in northeastern Colorado have received requests for seed from southeastern Colorado, western Kansas, and the panhandles of Nebraska, Oklahoma and Texas since production was low in those areas.  A certified seed grower near Haxtun in extreme northeastern Colorado reported that 70 percent of his seed was sold because his usual customers wanted to claim their seeds early, knowing that the wheat crop in the southeastern part of the state was below par.A certified seed grower in southeastern Colorado near Sheridan Lake harvested only one-fifth of his total acres this summer, but only half of that seed was of decent quality to sell.  The harvested acres yielded roughly one-third of the usual amount.  Altogether, he had about 6 to 7 percent of the wheat he had to sell last year.  He was trying to buy seed from northern Colorado, but will have to raise the price 20 to 30 percent to cover transportation costs.  Denver Post (Colo.), Aug. 6, 2013",Agriculture,"Colorado, Denver, CO, Barber County, KS, Barton County, KS, Cheyenne County, KS, Clark County, KS, Comanche County, KS, Decatur County, KS, Edwards County, KS, Ellis County, KS, Finney County, KS, Ford County, KS, Gove County, KS, Graham County, KS, Grant County, KS, Gray County, KS, Greeley County, KS, Hamilton County, KS, Haskell County, KS, Hodgeman County, KS, Kearny County, KS, Kiowa County, KS, Lane County, KS, Logan County, KS, Meade County, KS, Morton County, KS, Ness County, KS, Norton County, KS, Osborne County, KS, Pawnee County, KS, Phillips County, KS, Pratt County, KS, Rawlins County, KS, Rooks County, KS, Rush County, KS, Russell County, KS, Scott County, KS, Seward County, KS, Sheridan County, KS, Sherman County, KS, Smith County, KS, Stafford County, KS, Stanton County, KS, Stevens County, KS, Thomas County, KS, Trego County, KS, Wallace County, KS, Wichita County, KS, Banner County, NE, Box Butte County, NE, Cheyenne County, NE, Dawes County, NE, Deuel County, NE, Garden County, NE, Kimball County, NE, Morrill County, NE, Scotts Bluff County, NE, Sheridan County, NE, Sioux County, NE, Beaver County, OK, Cimarron County, OK, Texas County, OK, Armstrong County, TX, Briscoe County, TX, Carson County, TX, Collingsworth County, TX, Dallam County, TX, Deaf Smith County, TX, Donley County, TX, Gray County, TX, Hall County, TX, Hansford County, TX, Hartley County, TX, Hemphill County, TX, Hutchinson County, TX, Lipscomb County, TX, Moore County, TX, Ochiltree County, TX, Oldham County, TX, Potter County, TX, Randall County, TX, Roberts County, TX, Sherman County, TX, Wheeler County, TX",
29360,Reduction of bird populations in Colorado,07/31/2013,07/28/2013, ,"Due to the drought, the government has allowed CRP land to be hayed and grazed by farmers and ranchers.  This has led to the destruction of the nesting grounds of several birds that live in the CRP land.  Pheasants and quail populations have declined 70% during the drought.",Plants & Wildlife,"Colorado, Baca County, CO, Bent County, CO, Cheyenne County, CO, Crowley County, CO, Kiowa County, CO, Kit Carson County, CO, Las Animas County, CO, Lincoln County, CO, Logan County, CO, Morgan County, CO, Otero County, CO, La Junta, CO, Phillips County, CO, Prowers County, CO, Sedgwick County, CO, Washington County, CO, Yuma County, CO",
29307,Many conflicts over water use in Colorado,07/24/2013,07/21/2013, ,"Disputes over water have skyrocketed in Colorado where water is at a premium during drought.  There has been enough contention in Montezuma County in southwestern Colorado for the sheriff to appoint a water deputy to mediate and enforce during squabbles over water.  The deputy has received 20 to 30 calls daily of late, although before the drought, there were maybe four or five calls.  The Montezuma Valley Irrigation Co.'s water commissioner in Cortez often gets 20 to 30 calls before his morning coffee break.  Irrigators sometimes find newly shoveled ditches or catch someone in the act of diverting water.   In one part of Montezuma County, a dozen water users share a ditch, depend on the honor system to regulate water use and have a lot of conflict over water.Water customers in the Dolores Water Conservancy District, including farmers, ranchers, the Ute Mountain Ute tribe and a fishery, received only 25 percent of usual allotments during a shortened season.  Pressured meters track water use, which cuts down on water disputes.In southeastern Colorado, there are fewer disputes over water because there is no water to fight over, said the manager of the Fort Lyon Canal Co.  The Arkansas River and its tributaries are so low that nearly three-quarters of the 93,000 acres that usually receive water from the Fort Lyon Canal Co. did not get water this year, meaning that there wasn’t much sense in planting crops.  Denver Post (Colo.), July 21, 2013","Agriculture, Relief, Response & Restrictions, Society & Public Health, Water Supply & Quality",Colorado,
29445,Reduced wheat harvest in Colorado,08/23/2013,07/12/2013, ,"From the USDA’s June forecast to this month’s forecast, the winter wheat harvest estimate was downgraded 18 percent to 49.5 million bushels, which would be 33 percent less than the 2012 harvest.  Colorado Springs Gazette (CO), July 12, 2013",Agriculture,"Colorado, Denver, CO, Colorado Springs, CO",
