Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
42890,"Farmland and water capped in Maricopa County, Arizona and the Valley",12/06/2017,11/06/2003, ,"Maricopa County in Arizona has seen farmland area dropping from 1.5 million acres in 1992 to fewer than 700,000 acres as of 2003. Even water use in the Valley had dropped from 1.5 million acre-feet to 1 million acre-feet per year. Rights to water also dropped, a square-mile field of cotton was limited to 1,280 acre-feet in 2003 and 2004, from 1,920 acre-feet of water in 2002.Arizona Republic (Phoenix) & AZCentral.com (AZ), November 6, 2003","Agriculture, Water Supply & Quality","Arizona, Maricopa County, AZ",
15907,Agriculture impact from Media submitted on 11/4/2005,11/04/2005,07/05/2003,07/05/2003,"Some Arizona cattle ranchers report that they have been forced to cut their grazing capacity from 50 to 100 percent, due to sustained drought conditions across state rangeland.Impact Source:  MediaMore Information:  http://www.sfnewmexican.com/main.asp?SectionID=2&SubSectionID=7&ArticleID=29466",Agriculture,Arizona,
41679,"Bark beetles destroying trees in Arizona, Governor seeking drought aid",11/08/2017,05/23/2003, ,Arizona’s major river and streams have hit record-low levels in 2002. Beetle populations rose and caused problems for farmers and ranchers of food supplies. One million acres of trees were killed by bark beetles. Governor declared emergency and asked federal government for more than $200 million in emergency funds so that they can thin trees and look at areas at risk for wildfires. Arizona Department of Agriculture will distribute government surplus powered milk to farmers and ranchers. They will also be eligible for a $53 million share in federal drought aid which is available to 17 states that were hit the hardest.,"Plants & Wildlife, Relief, Response & Restrictions",Arizona,
15912,"Relief, Response & Restrictions impact from Government submitted on 11/7/2005",11/07/2005,01/01/2003,08/29/2003,The USDA designated all of Arizona's counties as primary disaster areas due to damages and losses caused by drought conditions since the beginning of 2003.  This allows farm operators eligible for low-interest emergency loans from the Farm Service Agency.Impact Source:  GovernmentMore Information:  http://www.fsa.usda.gov/pas/emStory.asp?StoryID=1365,"Relief, Response & Restrictions",Arizona,
18294,Society & Public Health impact from Government submitted on 5/24/2006,05/24/2006,01/01/2003,12/31/2003,"This year the Arizona Game & Fish Department recommended that the number of recreational deer hunting permits issued in the state be reduced by 4,620, as sustained drought conditions have caused recent low fawn survival rates. (Arizona Drought Preparedness Plan: Environmental Health, Watershed Management, Livestock, and Wildlife. Workgroup Report Draft. August 24, 2004, pg. 27.)Impact Source:  Government",Society & Public Health,Arizona,
42790,Cities in Arizona faced water restrictions due to drought,11/20/2017,08/14/2002, ,"Drought forced the Valley's largest water provider in Arizona to reduce delivery by a third.  Phoenix asked residents to cut water by five percent. Salt River Project purchased 250,000 acre-feet of water from the Central Arizona Project, but they ran low as well. The four dry years made storage reservoirs 27 percent of normal. Arizona Republic (Phoenix) & AZCentral.com (AZ), August 14, 2002","Relief, Response & Restrictions, Water Supply & Quality",Arizona,
19668,Agriculture impact from Media submitted on 2/23/2007,02/23/2007,06/04/2002,06/04/2002,"An official with the Arizona Cotton Growers Association reports that continuing drought conditions, along with a depressed market, have affected the state's cotton industry. Currently, approximately 250,000 acres of cotton are planted in Arizona. This figure represents a reduction from 295,000 acres in 2001 and 631,000 acres in 1980.Impact Source:  MediaMore Information:  http://www.azcentral.com/news/articles/0529crops29.html",Agriculture,Arizona,
18332,"Relief, Response & Restrictions impact from Other submitted on 5/25/2006",05/25/2006,05/17/2002,05/17/2002,"Today the U.S. Department of Agriculture declared the state of Arizona a disaster area, due to losses from continued drought. (Garcia, Rebecca and Gregg Carlin. ""Arizona Drought Timeline"". University of Arizona History Department and University of Arizona CLIMAS/Institute for the Study of Planet Earth.)Impact Source:  OtherMore Information:  http://www.ispe.arizona.edu/climas","Relief, Response & Restrictions",Arizona,
42800,Drought caused a variety of problems for Arizona,11/21/2017,05/09/2002, ,"Wildlife habitats in Arizona were dried out and animals located to more populated areas for food and water. Nineteen pronghorn antelope have died being hit by vehicles. Mormon Lake was dry, San Carlos Lake shrunk to five percent of its capacity. Almost 80,000 acres of forests and land have been burned down by wildfires. Flagstaff imposed mandatory water restrictions for outdoor use. Salt River Project pumped 150,000 acre-feet of water from the Central Arizona Project canal.Arizona Republic (Phoenix) & AZCentral.com (AZ), May 9, 2002","Fire, Plants & Wildlife, Relief, Response & Restrictions, Water Supply & Quality",Arizona,
18532,Fire impact from Media submitted on 7/6/2006,07/06/2006,01/01/2002,12/31/2002,"Over 629,000 acres were burned by wildfires in the state during 2002.Impact Source:  MediaMore Information:  http://www.azcentral.com/12news/news/articles/paxonblog06042006-CR.html",Fire,Arizona,
18296,"Relief, Response & Restrictions impact from Government submitted on 5/24/2006",05/24/2006,01/01/2002,12/31/2002,"As a form of drought relief assistance, this year private organizations donated more than $60,000 to the Arizona Game & Fish Department. The funds were used to haul in more than 1.2 million gallons of water to mitigate impacts of continued drought conditions on state wildlife. (Arizona Drought Preparedness Plan: Environmental Health, Watershed Management, Livestock, and Wildlife. Workgroup Report Draft. August 24, 2004, pg. 27.)Impact Source:  GovernmentMonetary Loss:  $60,000","Relief, Response & Restrictions",Arizona,
18297,Agriculture impact from Government submitted on 5/24/2006,05/24/2006,01/01/2002,12/31/2002,"This year drought conditions caused livestock forage losses in every major Arizona land resource area. Average forage losses statewide ranged from 15% to 99%. The Mohave Desert suffered the most regional average forage loss, at 98%. The Colorado Plateau lost an average of 86%. Among the other land resource areas, Mogollon Coniferous Forests lost 86%; Sonoran Desert lost 76%; Interior Chaparral Transition lost 72%, and Southeastern Basin aqnd Range lost %64.  (Arizona Drought Preparedness Plan: Environmental Health, Watershed Management, Livestock, and Wildlife. Workgroup Report Draft. August 24, 2004, pg. 27.)Impact Source:  Government",Agriculture,Arizona,
19435,Agriculture impact from Media submitted on 11/29/2006,11/29/2006,01/01/2002,12/31/2002,"According to a livestock specialist with the University of Arizona, sustained drought conditions in 2002 reduced the total number of cattle permitted to graze across the state that year to eight percent capacity.Impact Source:  MediaMore Information:  http://www.azcentral.com/specials/special26/articles/1127drought-ranching1127.html",Agriculture,Arizona,
18210,Society & Public Health impact from Government submitted on 5/22/2006,05/22/2006,01/01/2002,12/31/2002,"Due to sustained drought conditions and accompanying increased wildfire danger, this year every Arizona National Forest was subject to some degree of use restriction or closure. (Arizona Governor's Drought Task Force Commerce, Recreation and Tourism Workgroup, August 25, 2004, p. 19.)Impact Source:  Government",Society & Public Health,Arizona,
18211,Society & Public Health impact from Government submitted on 5/22/2006,05/22/2006,01/01/2001,12/31/2002,"Due to sustained drought conditions and a nationwide reduction in travel attributed to the September 11, 2001 terrorist attacks, during 2001 and 2002 overnight tourist visitation to Arizona declined from 27.1 million visitors to 26.9 million visitors. (Arizona Governor's Drought Task Force Commerce, Recreation and Tourism Workgroup, August 25, 2004, p. 18.)Impact Source:  Government",Society & Public Health,Arizona,
18212,"Relief, Response & Restrictions impact from Government submitted on 5/22/2006",05/22/2006,01/01/2001,12/31/2002,"Due to sustained drought conditions and a nationwide reduction in travel attributed to the September 11, 2001 terrorist attacks, approximately 11,000 tourism-related jobs in Arizona were lost during 2001 and 2002. (Arizona Governor's Drought Task Force Commerce, Recreation and Tourism Workgroup, August 25, 2004, p. 18.)Impact Source:  Government","Relief, Response & Restrictions",Arizona,
18214,Society & Public Health impact from Government submitted on 5/22/2006,05/22/2006,01/01/2001,12/31/2002,"Due to sustained drought conditions and a nationwide decline in tourist travel attributed to the September 11, 2001 terrorist attacks, during 2001 and 2002 visitation to Arizona state parks declined by 259,000 visitors. This number represents approximately 10 percent of normal state park visitation. (Arizona Governor's Drought Task Force Commerce, Recreation, and Tourism Workgroup, August 25, 2004, p. 21.)Impact Source:  Government",Society & Public Health,Arizona,
19438,Agriculture impact from Media submitted on 11/29/2006,11/29/2006,01/01/2001,11/29/2006,"According to an economist with the University of Arizona, drought conditions in Arizona have caused approximately a $400 million loss to the state's agricultural industry since 2001.Impact Source:  MediaMore Information:  http://www.azcentral.com/specials/special26/articles/1127drought-ranching1127.htmlMonetary Loss:  $400 million",Agriculture,Arizona,
16418,Plants & Wildlife impact from Media submitted on 12/21/2005,12/21/2005,09/08/2000,09/08/2000,"Ten years of dry conditions in Arizona has caused many watering holes to dry up and increased incidence of animals encroaching on cities.  There have been reports of mountain lions, javelinas, coyotes, bears, and other animals in human inhabited areas of the state.   The increasing reports of animals may also be due to the expansion of urban populations in these areas.Impact Source:  MediaMore Information:  http://www.azcentral.com:80/news/0908animals.html",Plants & Wildlife,Arizona,
16451,Plants & Wildlife impact from Media submitted on 12/23/2005,12/23/2005,04/03/2000,04/14/2000,"Drought conditions are being named as the cause of a recent increase in area Africanized honeybee attacks. The lack of water has caused plants that normally provide nectar and pollen for the bees to dry up, leaving the bees short on honey. Bees become more aggressive when honey supplies slow. Three Africanized bee attacks have been reported in the area since April 3. In two attacks, men were stung and required hospitalization. In the third attack, two horses were stung (From Arizona Central, 2000).Impact Source:  Media",Plants & Wildlife,Arizona,
50718,Drought Emergency Declaration in Arizona,11/13/2020,06/15/1999,11/12/2020,"Arizona’s Drought Interagency Coordinating Group recommended to the governor that the state’s drought-emergency declaration be extended again.  Arizona has had a Drought Emergency Declaration in effect since June 1999 and a Drought Declaration since May 2007.Pinal Central (Casa Grande, Ariz.), Nov. 12, 2020The Governor’s Drought Interagency Coordinating Group met on Nov. 12 and recommended that the Governor extend the drought declaration for the state.  Department of Water Resources (Phoenix, Ariz.), Nov. 19, 2019","Relief, Response & Restrictions, Water Supply & Quality",Arizona,
20548,Plants & Wildlife impact from Media submitted on 6/23/2007,06/23/2007,01/01/1995,06/09/2007,"Twelve years of abnormally dry conditions has substantially reduced the state's quail population. According to a biologist with the Arizona Game and Fish Department, the quail feed on winter annual plants, which provide the birds with chemicals important for reproduction. Dry conditions have reduced the number of winter plants, and this has resulted in quail hens laying fewer eggs. Also, hatchlings are more likely to die due to lack of food and cover.Impact Source:  MediaMore Information:  http://www.usatoday.com/printedition/news/20070608/1a_droughtarizxxx.art.htm",Plants & Wildlife,Arizona,
18292,Plants & Wildlife impact from Government submitted on 5/24/2006,05/24/2006,01/01/1987,12/31/2000,"According to studies conducted by the Arizona Game & Fish Department, from 1987 to 2000 drought conditions caused a decline in the state's pronghorn antelope population. During this time, the antelope population was reduced from approximately 12,000 to 8,000 head. (Arizona Drought Preparedness Plan: Environmental Health, Watershed Management, Livestock, and Wildlife. Workgroup Report Draft. August 24, 2004, pg. 26.)Impact Source:  Government",Plants & Wildlife,Arizona,
