Impact ID,Title,Post Date,Start Date,End Date,Description,Categories,Places,
19905,"Plants & Wildlife, Society & Public Health impact from Media submitted on 4/30/2007",04/30/2007,04/26/2007,04/26/2007,"The Wyoming Game and Fish Department increased the number of hunting licenses to be issued this year in an attempt to regain a balance between the number of animals on the land and the amount of forage available to sustain them after eight years of drought.  The ranges also need time to rest and recover before the habitat is destroyed and unable to sufficiently sustain wildlife.  The number of pronghorn licenses will increase by 5,370 for doe/fawn licenses, 3,005 full price licenses; for deer, the increase will be 4,195 for doe/fawn licenses and 205 full price licenses; for elk, there will be an additional 1,745 cow/calf licenses and 510 full price licenses.Impact Source:  MediaMore Information:  http://www.jacksonholestartrib.com/articles/2007/04/26/news/wyoming/bd3865054c105281872572c800829bb7.txt","Plants & Wildlife, Society & Public Health",Wyoming,
19406,Agriculture impact from Media submitted on 11/20/2006,11/20/2006,11/19/2006,11/19/2006,"According to an official with the Wyoming Business Council, a shortage of hay in the state has been caused by continued drought conditions. He reports that this year's hay yields have fallen up to 50 percent due to the conditions.Impact Source:  MediaMore Information:  http://kutv.com/wyomingwire/WY--Drought-Hay_w_n_0wy--/resources_news_html",Agriculture,Wyoming,
19241,"Relief, Response & Restrictions impact from Media submitted on 10/17/2006",10/17/2006,10/16/2006,10/16/2006,"All counties in Wyoming have been designated primary or contiguous natural disaster areas.  This designation permits farmers and ranchers to apply for low-interest loans from the Farm Service Agency.  The primary counties are Albany, Big Horn, Campbell, Carbon, Converse, Goshen, Hot Springs, Johnson, Laramie, Lincoln, Natrona, Park, Platte, Sheridan, Sublette, Sweetwater and Uinta. The contiguous disaster counties include Crook, Fremont, Niobrara, Teton, Washakie and Weston.Impact Source:  MediaMore Information:  http://www.cattlenetwork.com/Content.asp?ContentID=76460","Relief, Response & Restrictions",Wyoming,
19063,"Relief, Response & Restrictions impact from Media submitted on 9/28/2006",09/28/2006,09/28/2006,09/28/2006,"A Representive from Wyoming requested that four counties in Wyoming be reconsidered for drought assistance eligibility.  These four counties, Converse, Goshen, Niobrara, and Platte did not reach D3 drought status until September 5.  To be eligible for aid, counties must be in D3 or D4 drought status between March 7 and August 31, 2006.  Wyoming will receive $1.758 million, some of which will be paid out through the Livestock Assistance Grant Program.  Thirteen counties in Wyoming already qualify to receive assistance, but the four counties that recently met the criteria of being D3 or D4 drought status don't currently qualify because they didn't meet the qualifying drought status in the required window of time and are not eligible to receive any drought aid.Impact Source:  MediaMore Information:  http://www.guernseygazette.com/main.php?story_id=893&page=23","Relief, Response & Restrictions",Wyoming,
15597,Plants & Wildlife impact from Media submitted on 10/4/2005,10/04/2005,10/04/2005,10/04/2005,"The state of Wyoming is dealing with an outbreak of pine beetles killing thousands of acres of pine trees statewide.  Officials are quite concerned that the mounting dead timber will increase fire potential.  According to officials, portions of the Shoshone National Forest east of Yellowstone National Park have experienced a 70-percent mortality rate due to the infestation.  According to the Medicine Bow forest spokeswoman, beetle epidemics are a natural occurrence, however the current outbreak has exacerbated by the drought. Most of the state of Wyoming has been in drought for the last five years.  The pine beetles target weak or stressed trees.  When in drought, pine trees become stressed and do not have the energy to produce resin to fend off the beetles.Impact Source:  MediaMore Information:  http://www.casperstartribune.net/articles/2005/10/03/news/wyoming/3e94d1b0224f68df8725708e0020ffb2.txt",Plants & Wildlife,Wyoming,
19832,Plants & Wildlife impact from Media submitted on 4/13/2007,04/13/2007,08/23/2004,08/23/2004,"State officials are reporting a massive die-off of Utah's spruce trees.  Thousands of trees are dying across the state, from the northern Wyoming border to the Dixie National Forest.  The cause is being attributed to a series of bark beetle infestations.  The beetles have been able to so affect the trees because they have been weakened from sustained drought conditions. Officials estimate that approximately 75,000 acress of the spruce trees have been affected.Impact Source:  MediaMore Information:  http://www.desertnews.com/dn/print/1,422,59086146,00",Plants & Wildlife,Wyoming,
18276,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,07/21/2004,07/21/2004,"Due to continued drought conditions, Wyoming ranchers are weening calves early this season. The measure is intended to save forage resources. (Stumbough, Grant. ""Wyoming Drought Management Task Force Agriculture and Natural Resources Subcommittee Report."" Wyoming Governor's Drought Management Task Force Meeting. July 21, 2004.)Impact Source:  Government",Agriculture,Wyoming,
18278,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,07/21/2004,07/21/2004,"As a form of drought disaster relief, farmers and ranchers in 13 Wyoming counties are eligible for a federal non-fat dry milk supplemental feed program. Under the program, 23 million pounds of milk will be made available to Wyoming. (Stumbough, Grant. ""Wyoming Drought Management Task Force Agriculture and Natural Resources Subcommittee Report."" Wyoming Governor's Drought Management Task Force Meeting. July 21, 2004.)Impact Source:  Government",Agriculture,Wyoming,
18280,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,07/21/2004,07/21/2004,"This year Wyoming cattle producers have sold approximately 35% of their foundation herds, in response to sustained drought conditions. (""Wyoming Drought Management Task Force Agriculture and Natural Resources Subcommittee Report."" Wyoming Governor's Drought Management Task Force Meeting. July 21, 2004.)Impact Source:  Government",Agriculture,Wyoming,
15766,Agriculture impact from Media submitted on 10/20/2005,10/20/2005,02/03/2004,02/03/2004,"Continued drought conditions have killed ranchland grasses across the state, forcing cattle to graze on weeds. Wyoming ranchers are reporting an increase in cattle deaths from nitrate poisoning, as some weeds contain nitrate.Impact Source:  MediaMore Information:  http://www.laramieboomerang.com/news/more.asp?StoryID=100678",Agriculture,Wyoming,
1715,Pine beetle outbreaks in Wyoming forests increase fire danger,12/12/2008,01/01/2004,12/31/2004,"Wyoming forests are seeing a huge increase in pine beetle infestations.  The reason for the increase in the attacks is believed to be linked to the ongoing drought, and the age and density of forests. In 2004, the state lost 556,000 acres of trees to pine beetle outbreaks, compared to 59,000 acres in 1997.  A large concern with the pine beetle outbreaks is the increase in fire danger.  According to the Wyoming State Forester, the hot spots in the state include the Cody area, the Jackson area, Casper Mountain and the Black Hills.",Plants & Wildlife,Wyoming,
24772,Plants & Wildlife impact from Public submitted on 12/12/2008,12/12/2008,01/01/2004,12/31/2004,"Wyoming forests are seeing a huge increase in pine beetle infestations.  The reason for the increase in the attacks is believed to be linked to the ongoing drought, and the age and density of forests. In 2004, the state lost 556,000 acres of trees to pine beetle outbreaks, compared to 59,000 acres in 1997.  A large concern with the pine beetle outbreaks is the increase in fire danger.  According to the Wyoming State Forester, the hot spots in the state include the Cody area, the Jackson area, Casper Mountain and the Black Hills.Impact Source:  PublicMore Information:  http://www.casperstartribune.net/articles/2005/08/01/news/wyoming/7947e7b822d2bea38725704f0020faf8.txt",Plants & Wildlife,Wyoming,
15950,"Relief, Response & Restrictions impact from Media submitted on 11/10/2005",11/10/2005,01/24/2003,01/24/2003,"As a grassroots form of aid, farmers in Linn County, Iowa are donating 100 round bales and 150 square bales of hay to Wyoming farmers who are experiencing drought-related agricultural losses. On Wednesday, the donated hay was loaded onto Union Pacific boxcars and shipped. Union Pacific donated the boxcar space and shipping costs as part of the relief effort.Impact Source:  MediaMore Information:  http://www.trib.com/AP/wire_detail.php?wire_num=75670","Relief, Response & Restrictions",Wyoming,
41742,Wildlife and livestock affected by drought in Wyoming,11/15/2017,01/09/2003, ,"Governor of Wyoming is looking into xeriscaping the governor's residence. This would help with saving water. Wyoming livestock board said that 35 percent of the state's breeding stock has been sold off because of the drought. Game and Fish biologists say that about 100,000 deer and antelope die each year due to the drought. The state also temporarily changed 179 water rights.","Agriculture, Plants & Wildlife","Wyoming, Cheyenne, WY",
18259,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $121,040,000 in direct production and inventory value losses to Wyoming's cattle industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $121,040,000",Agriculture,Wyoming,
18260,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $156,891,800 in direct production and inventory value losses to Wyoming's agricultural industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $156,891,800",Agriculture,Wyoming,
18261,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $7,081,900 in direct production and inventory value losses to Wyoming's winter wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $7,081,900",Agriculture,Wyoming,
18262,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $1,819,160 in direct production and inventory value losses to Wyoming's spring wheat production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $1,819,160",Agriculture,Wyoming,
18263,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $4,340,100 in direct production and inventory value losses to Wyoming's barley production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $4,340,100",Agriculture,Wyoming,
18264,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $1,091,500 in direct production and inventory value losses to Wyoming's oats production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $1,091,500",Agriculture,Wyoming,
18265,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $746,540 in direct production and inventory value losses to Wyoming's dry bean production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $746,540",Agriculture,Wyoming,
18266,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $15,800,600 in direct production and inventory value losses to Wyoming's sugar beet production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $15,800,600",Agriculture,Wyoming,
18267,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $1,722,000 in direct production and inventory value losses to Wyoming's alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $1,722,000",Agriculture,Wyoming,
18268,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2003,12/31/2003,"In 2003, drought conditions caused $3,555,000 in direct production and inventory value losses to Wyoming's non-alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 10.)Impact Source:  GovernmentMonetary Loss:  $3,555,000",Agriculture,Wyoming,
41656,Statewide Drought Declaration for Wyoming,11/06/2017,04/22/2002, ,"In 2001, Agriculture Secretary Ann Veneman declared 13 counties as primary disaster areas and 10 counties secondary ones because of drought and wildfires. In 2000, she declared 22 counties primary disaster areas. Governor wrote ranchers have fewer grazing areas on public land and they were forced to sell their livestock prematurely. Grass is almost non-existent. Farmers and ranchers were attempting to rely on stored water from reservoirs as levels are expected to average 30-70 percent below normal.","Relief, Response & Restrictions",Wyoming,
42796,Drought caused crop production to drop,11/21/2017,01/29/2002, ,"Crop production in Wyoming was at its lowest in 24 years. Hay production dropped 11 percent in 2001, totaling 1.88 million tons. Winter wheat crop was down 29 percent, alfalfa was 11 percent down. Spring wheat production was down 28 percent and oats fell 21 percent. Corn for grain production dropped 17 percent from the 2000 record high of 7.66 million bushels. Corn silage production fell 23 percent and beans 41 percent. Sugar beets dropped 26 percent. For the most part, prices for these crops varied and either were a little lower or a little higher than usual. Casper Star-Tribune (WY), January 29, 2002",Agriculture,Wyoming,
17031,Agriculture impact from Media submitted on 1/27/2006,01/27/2006,01/01/2002,12/31/2002,"In 2002, heads of beef cattle decreased by 109,000 in Wyoming, due to continued drought conditions.Impact Source:  MediaMore Information:  http://www.ext.nodak.edu/extnews/newsrelease/2003/020603/06livstk.htm",Agriculture,Wyoming,
18248,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $308,171,390 in direct production and inventory value losses to Wyoming's agricultural industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)Impact Source:  GovernmentMonetary Loss:  308,171,390",Agriculture,Wyoming,
18249,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $13,519,800 in direct production and inventory value losses to Wyoming's winter wheat industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 61 percent decline in winter wheat production in Wyoming, as compared to a five-year pre-drought production average. 2,375,000 bu of winter wheat were produced in the state. In contrast, an average of 6,029,000 bu of winter wheat were produced in each of the five years preceding the drought-- 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  13,519,800",Agriculture,Wyoming,
18250,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $2,514,360 in direct production and inventory value losses to Wyoming's spring wheat industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused an 84 percent decline in spring wheat production in Wyoming, as compared to a five-year pre-drought production average. 96,000 bu of spring wheat were produced in the state. In contrast, an average of 648,000 bu of spring wheat were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  2,154,360",Agriculture,Wyoming,
18251,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $11,960,690 in direct production and inventory value losses to Wyoming's barley production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 44 percent decline in barley production in Wyoming, as compared to a five-year pre-drought production average. 4,680,000 bu of barley were produced in the state. In contrast, an average of 8,383,000 bu of barley were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  11,960,690",Agriculture,Wyoming,
18252,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $1,975,600 in direct production and inventory value losses to Wyoming's oats production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 54 percent decline in oats production in Wyoming, as compared to a five-year pre-drought production average. 750,000 bu of oats were produced in the state. In contrast, an average of 1,648,000 bu of oats were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $1,975,600",Agriculture,Wyoming,
18253,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $1,222,440 in direct production and inventory value losses to Wyoming's dry bean production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)Impact Source:  GovernmentMonetary Loss:  $1,222,440",Agriculture,Wyoming,
18254,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $20,769,300 in direct production and inventory value losses to Wyoming's sugar beet production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 43 percent decline in sugarbeet production in Wyoming, as compared to a five-year pre-drought production average. 659,000 tons of sugarbeets were produced in the state. In contrast, an average of 1,151,000 tons of sugarbeets were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $20,769,300",Agriculture,Wyoming,
18255,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $5,623,800 in direct production and inventory value losses to Wyoming's corn production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 34 percent decline in corn production in Wyoming, as compared to a five-year pre-drought production average. 4,165,000 bu of corn were produced in the state. In contrast, an average of 6,328,000 bu of corn were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $5,623,800",Agriculture,Wyoming,
18256,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $47,841,000 in direct production and inventory value losses to Wyoming's alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 27 percent decline in alfalfa hay production in Wyoming, as compared to a five-year pre-drought production average. 1,150,000 tons of alfalfa hay were produced in the state. In contrast, an average of 1,581,000 tons of alfalfa hay were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $47,841,000",Agriculture,Wyoming,
18257,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $38,944,400 in direct production and inventory value losses to Wyoming's non-alfalfa hay production industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 45 percent decline in non-alfalfa hay production in Wyoming, as compared to a five-year pre-drought production average. 450,000 tons of non-alfalfa hay were produced in the state. In contrast, an average of 817,000 tons of non-alfalfa hay were produced in each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $38,944,400",Agriculture,Wyoming,
18258,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2002,12/31/2002,"In 2002, drought conditions caused $164,160,000 in direct production and inventory value losses to Wyoming's cattle industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 9.)In 2002, sustained drought conditions caused a 15 percent decline in cattle/calve inventory in Wyoming, as compared to a five-year pre-drought average. There were 1,320,000 head of cattle in the state during 2002. In contrast, there were an average of 1,552,000 head of cattle in the state during each of the five pre-drought years of 1994-1998. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 5.)Impact Source:  GovernmentMonetary Loss:  $164,160,000",Agriculture,Wyoming,
18339,Agriculture impact from Media submitted on 5/26/2006,05/26/2006,05/26/2001,05/26/2006,"Over the last five years, sustained drought conditions have forced Wyoming ranchers to cull their cattle herds by an average of 30 percent.Impact Source:  MediaMore Information:  http://my.customscoop.com/perlscripts/kwhighlighter/kwhighlighter.pl?linkid=388028419&accountnumber=811191&keywordname=drought",Agriculture,Wyoming,
15917,Agriculture impact from Government submitted on 8/9/2006,08/09/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $14,133,400 in direct production and inventory value losses to Wyoming's sugar beet production industry.Impact Source:  GovernmentMonetary Loss:  $14,133,400",Agriculture,Wyoming,
18239,Agriculture impact from Government submitted on 5/23/2006,05/23/2006,01/01/2001,12/31/2001,"In 2001, drought conditions caused $140,511,720 in direct production and inventory value losses to Wyoming's agricultural industry. (""Drought Impacts in Wyoming."" Wyoming State Geological Survey/Wyoming Water Resources Data System. September, 2004, Table 8.)Impact Source:  GovernmentMonetary Loss:  $140,511,720",Agriculture,Wyoming,
